Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,30.9783
1,0,0.0000,30.9783
2,0,0.0000,30.9783
3,0,0.0000,30.9783
4,0,0.0000,30.9783
5,0,0.0000,30.9783
6,0,0.0000,30.9783
7,0,0.0000,30.9783
8,0,0.0000,30.9783
9,0,0.0000,30.9783
10,0,0.0000,30.9783
11,0,0.0000,30.9783
12,0,0.0000,30.9783
13,0,0.0000,30.9783
14,0,0.0000,30.9783
15,0,0.0000,30.9783
16,0,0.0000,30.9783
17,0,0.0000,30.9783
18,0,0.0000,30.9783
19,0,0.0000,30.9783
20,0,0.0000,30.9783
21,0,0.0000,30.9783
22,0,0.0000,30.9783
23,0,0.0000,30.9783
24,0,0.0000,30.9783
25,0,0.0000,30.9783
26,0,0.0000,30.9783
27,0,0.0000,30.9783
28,0,0.0000,30.9783
29,0,0.0000,30.9783
30,0,0.0000,30.9783
