Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,10.3940
1,5,5.0000,10.5709
2,2,2.0000,10.5709
3,4,4.0000,10.5709
4,8,8.0000,10.5709
5,7,7.0000,10.5709
6,6,6.0000,10.5709
7,6,6.0000,10.4022
8,0,0.0000,10.5709
9,1,1.0000,10.5709
10,4,4.0000,10.5709
11,8,8.0000,10.5709
12,8,8.0000,10.5709
13,1,1.0000,10.5709
14,1,1.0000,10.5709
15,3,3.0000,10.5709
16,0,0.0000,10.0050
17,2,2.0000,10.5709
18,1,1.0000,10.3216
19,5,5.0000,10.5709
20,8,8.0000,10.5709
21,7,7.0000,10.5709
22,4,4.0000,10.5709
23,5,5.0000,10.5709
24,4,4.0000,10.5709
25,4,4.0000,10.5709
26,1,1.0000,10.3551
27,6,6.0000,10.5709
28,2,2.0000,10.5709
29,8,8.0000,10.4001
30,3,3.0000,10.5709
31,5,5.0000,10.5709
32,3,3.0000,10.1567
33,8,8.0000,10.5709
34,0,0.0000,10.5709
35,6,6.0000,10.4022
36,8,8.0000,10.5709
37,7,7.0000,10.5709
38,0,0.0000,10.5709
39,6,6.0000,10.5709
40,3,3.0000,10.0050
41,9,9.0000,10.3216
42,0,0.0000,10.5709
43,2,2.0000,10.5709
44,4,4.0000,10.5709
45,6,6.0000,10.3551
46,3,3.0000,10.4001
47,4,4.0000,10.3108
48,3,3.0000,10.1567
49,1,1.0000,10.4022
50,1,1.0000,10.5709
51,1,1.0000,10.5709
52,1,1.0000,10.0050
53,5,5.0000,10.5709
54,2,2.0000,9.4503
55,9,9.0000,9.8681
56,6,6.0000,9.8630
57,1,1.0000,10.3136
58,8,8.0000,10.0050
59,5,5.0000,8.6210
60,6,6.0000,9.8630
61,0,0.0000,8.6210
62,5,5.0000,8.6210
