Agent,Plan,LocalCost,ComplexCost
0,9,9.0000,7.4138
1,5,5.0000,7.4138
2,2,2.0000,7.4138
3,4,4.0000,7.4138
4,8,8.0000,7.4138
5,7,7.0000,7.4138
6,6,6.0000,7.4138
7,9,9.0000,7.4138
8,0,0.0000,7.4138
9,1,1.0000,7.4138
10,4,4.0000,7.4138
11,8,8.0000,7.4138
12,8,8.0000,7.4138
13,1,1.0000,7.4138
14,1,1.0000,7.4138
15,3,3.0000,7.4138
16,7,7.0000,7.4138
17,2,2.0000,7.4138
18,0,0.0000,7.4138
19,5,5.0000,7.4138
20,8,8.0000,7.4138
21,7,7.0000,7.4138
22,4,4.0000,7.4138
23,5,5.0000,7.4138
24,4,4.0000,7.4138
25,4,4.0000,7.4138
26,1,1.0000,7.4138
27,6,6.0000,7.4138
28,2,2.0000,7.4138
29,8,8.0000,7.4138
30,3,3.0000,7.4138
31,5,5.0000,7.4138
32,4,4.0000,7.2086
33,8,8.0000,7.4138
34,0,0.0000,7.4138
35,6,6.0000,7.4138
36,8,8.0000,7.4138
37,7,7.0000,7.4138
38,0,0.0000,7.4138
39,6,6.0000,7.4138
40,3,3.0000,7.4138
41,6,6.0000,7.4138
42,0,0.0000,7.4138
43,2,2.0000,7.4138
44,4,4.0000,7.4138
45,6,6.0000,7.4138
46,3,3.0000,7.4138
47,6,6.0000,7.4100
48,0,0.0000,7.2086
49,1,1.0000,7.4138
50,2,2.0000,7.4138
51,1,1.0000,7.4138
52,1,1.0000,7.4138
53,5,5.0000,7.4138
54,2,2.0000,7.4138
55,9,9.0000,7.4100
56,6,6.0000,7.2086
57,1,1.0000,7.4138
58,8,8.0000,7.4138
59,5,5.0000,7.4100
60,6,6.0000,7.2086
61,0,0.0000,7.4100
62,5,5.0000,7.2086
