Agent,Plan,LocalCost,ComplexCost
0,9,9.0000,6.5862
1,5,5.0000,6.5862
2,2,2.0000,6.5862
3,4,4.0000,6.5862
4,8,8.0000,6.5862
5,7,7.0000,6.5862
6,6,6.0000,6.5862
7,9,9.0000,6.5862
8,0,0.0000,6.5862
9,1,1.0000,6.5862
10,4,4.0000,6.5862
11,8,8.0000,6.5862
12,8,8.0000,6.5862
13,1,1.0000,6.5862
14,1,1.0000,6.5862
15,3,3.0000,6.5862
16,7,7.0000,6.5862
17,2,2.0000,6.5862
18,1,1.0000,6.5862
19,7,7.0000,6.5862
20,8,8.0000,6.5862
21,7,7.0000,6.5862
22,4,4.0000,6.5862
23,5,5.0000,6.5862
24,4,4.0000,6.5862
25,4,4.0000,6.5862
26,1,1.0000,6.5862
27,6,6.0000,6.5862
28,2,2.0000,6.5862
29,8,8.0000,6.5862
30,3,3.0000,6.5862
31,5,5.0000,6.5862
32,4,4.0000,6.5862
33,8,8.0000,6.5862
34,0,0.0000,6.5862
35,6,6.0000,6.5862
36,8,8.0000,6.5862
37,7,7.0000,6.5862
38,0,0.0000,6.5862
39,6,6.0000,6.5862
40,3,3.0000,6.5862
41,2,2.0000,6.5862
42,0,0.0000,6.5862
43,2,2.0000,6.5862
44,4,4.0000,6.5862
45,6,6.0000,6.5862
46,3,3.0000,6.5862
47,4,4.0000,6.5862
48,0,0.0000,6.5862
49,1,1.0000,6.5862
50,2,2.0000,6.5862
51,1,1.0000,6.5862
52,1,1.0000,6.5862
53,5,5.0000,6.5862
54,2,2.0000,6.5862
55,9,9.0000,6.5862
56,6,6.0000,6.5862
57,1,1.0000,6.5862
58,8,8.0000,6.5862
59,5,5.0000,6.5862
60,6,6.0000,6.5862
61,0,0.0000,6.5862
62,5,5.0000,6.5862
