Agent,Plan,LocalCost,ComplexCost
0,9,9.0000,7.2086
1,5,5.0000,7.2086
2,2,2.0000,7.2086
3,4,4.0000,7.2086
4,8,8.0000,7.2086
5,7,7.0000,7.2086
6,6,6.0000,7.2086
7,9,9.0000,7.2086
8,0,0.0000,7.2086
9,1,1.0000,7.2086
10,4,4.0000,7.2086
11,8,8.0000,7.2086
12,8,8.0000,7.2086
13,1,1.0000,7.2086
14,1,1.0000,7.2086
15,3,3.0000,7.2086
16,7,7.0000,7.2086
17,2,2.0000,7.2086
18,1,1.0000,7.1927
19,7,7.0000,7.0032
20,8,8.0000,7.2086
21,7,7.0000,7.2086
22,4,4.0000,7.2086
23,5,5.0000,7.2086
24,4,4.0000,7.2086
25,4,4.0000,7.2086
26,1,1.0000,7.2086
27,6,6.0000,7.2086
28,2,2.0000,7.2086
29,8,8.0000,7.2086
30,3,3.0000,7.2086
31,5,5.0000,7.2086
32,4,4.0000,7.2086
33,8,8.0000,7.2086
34,0,0.0000,7.2086
35,6,6.0000,7.2086
36,8,8.0000,7.2086
37,7,7.0000,7.2086
38,0,0.0000,7.2086
39,6,6.0000,7.2086
40,3,3.0000,7.2086
41,2,2.0000,6.6590
42,0,0.0000,7.2086
43,2,2.0000,7.2086
44,4,4.0000,7.2086
45,6,6.0000,7.2086
46,3,3.0000,7.2086
47,4,4.0000,7.2086
48,0,0.0000,7.2086
49,1,1.0000,7.2086
50,2,2.0000,7.2086
51,1,1.0000,7.2086
52,1,1.0000,6.6590
53,5,5.0000,7.2086
54,2,2.0000,7.2086
55,9,9.0000,7.2086
56,6,6.0000,7.2086
57,1,1.0000,7.2086
58,8,8.0000,6.6590
59,5,5.0000,7.2086
60,6,6.0000,7.2086
61,0,0.0000,6.6590
62,5,5.0000,6.6590
