Indices,GC,LC
"(0, 0, 0, 0, 0, 0, 0, 0, 0)",8.871796942059595,1.0
"(0, 0, 0, 0, 0, 0, 0, 0, 1)",8.767992337465856,1.1111111111111112
"(0, 0, 0, 0, 0, 0, 0, 0, 2)",7.82907260095684,1.2222222222222223
"(0, 0, 0, 0, 0, 0, 0, 1, 0)",9.088919045282056,1.1111111111111112
"(0, 0, 0, 0, 0, 0, 0, 1, 1)",8.723816151129556,1.2222222222222223
"(0, 0, 0, 0, 0, 0, 0, 1, 2)",8.14853808686012,1.3333333333333333
"(0, 0, 0, 0, 0, 0, 0, 2, 0)",9.128055090929657,1.2222222222222223
"(0, 0, 0, 0, 0, 0, 0, 2, 1)",9.158524618271521,1.3333333333333333
"(0, 0, 0, 0, 0, 0, 0, 2, 2)",8.597281982766129,1.4444444444444444
"(0, 0, 0, 0, 0, 0, 1, 0, 0)",9.672708949001347,1.1111111111111112
"(0, 0, 0, 0, 0, 0, 1, 0, 1)",9.219578590880886,1.2222222222222223
"(0, 0, 0, 0, 0, 0, 1, 0, 2)",8.23252598404846,1.3333333333333333
"(0, 0, 0, 0, 0, 0, 1, 1, 0)",10.038466638731204,1.2222222222222223
"(0, 0, 0, 0, 0, 0, 1, 1, 1)",9.324037991051982,1.3333333333333333
"(0, 0, 0, 0, 0, 0, 1, 1, 2)",8.700627056459133,1.4444444444444444
"(0, 0, 0, 0, 0, 0, 1, 2, 0)",9.827572696915729,1.3333333333333333
"(0, 0, 0, 0, 0, 0, 1, 2, 1)",9.508716470730871,1.4444444444444444
"(0, 0, 0, 0, 0, 0, 1, 2, 2)",8.899340964902066,1.5555555555555556
"(0, 0, 0, 0, 0, 0, 2, 0, 0)",9.439500055042457,1.2222222222222223
"(0, 0, 0, 0, 0, 0, 2, 0, 1)",8.311367554660576,1.3333333333333333
"(0, 0, 0, 0, 0, 0, 2, 0, 2)",8.599586898980787,1.4444444444444444
"(0, 0, 0, 0, 0, 0, 2, 1, 0)",9.175620393966653,1.3333333333333333
"(0, 0, 0, 0, 0, 0, 2, 1, 1)",7.786189604026012,1.4444444444444444
"(0, 0, 0, 0, 0, 0, 2, 1, 2)",8.438050620585798,1.5555555555555556
"(0, 0, 0, 0, 0, 0, 2, 2, 0)",9.535233671843624,1.4444444444444444
"(0, 0, 0, 0, 0, 0, 2, 2, 1)",8.541375303397352,1.5555555555555556
"(0, 0, 0, 0, 0, 0, 2, 2, 2)",9.207271748721181,1.6666666666666667
"(0, 0, 0, 0, 0, 1, 0, 0, 0)",7.929419065851802,1.1111111111111112
"(0, 0, 0, 0, 0, 1, 0, 0, 1)",8.046924474422624,1.2222222222222223
"(0, 0, 0, 0, 0, 1, 0, 0, 2)",6.8173212216297,1.3333333333333333
"(0, 0, 0, 0, 0, 1, 0, 1, 0)",8.119752384952385,1.2222222222222223
"(0, 0, 0, 0, 0, 1, 0, 1, 1)",7.975959503964451,1.3333333333333333
"(0, 0, 0, 0, 0, 1, 0, 1, 2)",7.1099979234110995,1.4444444444444444
"(0, 0, 0, 0, 0, 1, 0, 2, 0)",7.9709184929781065,1.3333333333333333
"(0, 0, 0, 0, 0, 1, 0, 2, 1)",8.222698033484537,1.4444444444444444
"(0, 0, 0, 0, 0, 1, 0, 2, 2)",7.37077188169523,1.5555555555555556
"(0, 0, 0, 0, 0, 1, 1, 0, 0)",8.63614055032802,1.2222222222222223
"(0, 0, 0, 0, 0, 1, 1, 0, 1)",8.404320205372123,1.3333333333333333
"(0, 0, 0, 0, 0, 1, 1, 0, 2)",7.126584082255786,1.4444444444444444
"(0, 0, 0, 0, 0, 1, 1, 1, 0)",8.975109455935998,1.3333333333333333
"(0, 0, 0, 0, 0, 1, 1, 1, 1)",8.481990821421341,1.4444444444444444
"(0, 0, 0, 0, 0, 1, 1, 1, 2)",7.567896370544581,1.5555555555555556
"(0, 0, 0, 0, 0, 1, 1, 2, 0)",8.576245576498644,1.4444444444444444
"(0, 0, 0, 0, 0, 1, 1, 2, 1)",8.478699363478352,1.5555555555555556
"(0, 0, 0, 0, 0, 1, 1, 2, 2)",7.578640341365636,1.6666666666666667
"(0, 0, 0, 0, 0, 1, 2, 0, 0)",8.102528107224074,1.3333333333333333
"(0, 0, 0, 0, 0, 1, 2, 0, 1)",7.195705620006757,1.4444444444444444
"(0, 0, 0, 0, 0, 1, 2, 0, 2)",7.1932414480430555,1.5555555555555556
"(0, 0, 0, 0, 0, 1, 2, 1, 0)",7.811859662026389,1.4444444444444444
"(0, 0, 0, 0, 0, 1, 2, 1, 1)",6.643738885250315,1.5555555555555556
"(0, 0, 0, 0, 0, 1, 2, 1, 2)",7.00491638552619,1.6666666666666667
"(0, 0, 0, 0, 0, 1, 2, 2, 0)",7.983503002281485,1.5555555555555556
"(0, 0, 0, 0, 0, 1, 2, 2, 1)",7.210954646999775,1.6666666666666667
"(0, 0, 0, 0, 0, 1, 2, 2, 2)",7.586167576039694,1.7777777777777777
"(0, 0, 0, 0, 0, 2, 0, 0, 0)",8.455014015797316,1.2222222222222223
"(0, 0, 0, 0, 0, 2, 0, 0, 1)",8.765157957431668,1.3333333333333333
"(0, 0, 0, 0, 0, 2, 0, 0, 2)",7.956725446541328,1.4444444444444444
"(0, 0, 0, 0, 0, 2, 0, 1, 0)",8.53629410482058,1.3333333333333333
"(0, 0, 0, 0, 0, 2, 0, 1, 1)",8.585139756896178,1.4444444444444444
"(0, 0, 0, 0, 0, 2, 0, 1, 2)",8.140348918245412,1.5555555555555556
"(0, 0, 0, 0, 0, 2, 0, 2, 0)",8.894940736289312,1.4444444444444444
"(0, 0, 0, 0, 0, 2, 0, 2, 1)",9.339358809859272,1.5555555555555556
