Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,15.1099
1,2,2.0000,15.2566
2,2,2.0000,15.2566
3,1,1.0000,15.2566
4,2,2.0000,13.8120
5,0,0.0000,15.2566
6,3,3.0000,14.6074
7,1,1.0000,15.2566
8,3,3.0000,14.9698
9,1,1.0000,15.2566
10,0,0.0000,15.2566
11,3,3.0000,14.4456
12,3,3.0000,15.1035
13,1,1.0000,15.2566
14,1,1.0000,15.2566
15,1,1.0000,15.1349
16,1,1.0000,14.8841
17,0,0.0000,15.2566
18,1,1.0000,13.8120
19,0,0.0000,14.4341
20,0,0.0000,14.9241
21,3,3.0000,14.0108
22,1,1.0000,14.1194
23,2,2.0000,14.5419
24,0,0.0000,14.8841
25,1,1.0000,13.1750
26,1,1.0000,14.0108
27,2,2.0000,14.1194
28,2,2.0000,13.1750
29,4,4.0000,12.2599
30,4,4.0000,11.0934
