Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,1.0889
1,0,0.0000,0.8180
2,0,0.0000,0.7886
3,0,0.0000,0.8067
4,1,1.0000,0.9294
5,0,0.0000,1.0488
6,0,0.0000,0.8202
7,1,1.0000,0.9989
8,0,0.0000,0.8521
9,1,1.0000,0.8257
10,0,0.0000,0.9286
11,1,1.0000,0.9853
12,1,1.0000,0.8547
13,1,1.0000,0.6713
14,1,1.0000,0.7310
15,0,0.0000,0.8468
16,0,0.0000,2.8733
17,0,0.0000,2.1573
18,1,1.0000,2.5523
19,2,2.0000,2.9276
20,1,1.0000,2.6057
21,1,1.0000,2.8341
22,3,3.0000,2.3719
23,0,0.0000,2.2509
24,3,3.0000,5.6412
25,1,1.0000,5.6325
26,1,1.0000,6.8452
27,2,2.0000,5.5226
28,1,1.0000,12.3634
29,4,4.0000,11.0783
30,4,4.0000,25.0813
