Agent,Plan,LocalCost,ComplexCost
0,3,3.0000,11.0934
1,2,2.0000,11.0934
2,2,2.0000,11.0934
3,1,1.0000,11.0934
4,3,3.0000,10.9804
5,0,0.0000,11.0934
6,3,3.0000,11.0934
7,1,1.0000,11.0934
8,0,0.0000,11.0934
9,1,1.0000,11.0934
10,3,3.0000,11.0369
11,3,3.0000,11.0934
12,3,3.0000,11.0934
13,1,1.0000,11.0934
14,2,2.0000,10.6378
15,0,0.0000,11.0934
16,2,2.0000,11.0934
17,0,0.0000,11.0934
18,1,1.0000,10.9804
19,4,4.0000,10.7460
20,1,1.0000,11.0934
21,3,3.0000,11.0369
22,1,1.0000,11.0934
23,0,0.0000,10.6378
24,2,2.0000,10.8617
25,1,1.0000,10.7460
26,1,1.0000,11.0369
27,2,2.0000,10.6378
28,1,1.0000,9.1384
29,4,4.0000,10.3894
30,4,4.0000,9.1384
