Agent,Plan,LocalCost,ComplexCost
0,3,3.0000,8.3483
1,2,2.0000,8.3483
2,2,2.0000,8.3483
3,1,1.0000,8.3483
4,4,4.0000,8.3483
5,0,0.0000,8.3483
6,3,3.0000,8.3483
7,1,1.0000,8.3483
8,0,0.0000,8.3483
9,1,1.0000,8.3483
10,0,0.0000,8.3483
11,3,3.0000,8.3483
12,3,3.0000,8.3483
13,1,1.0000,8.3483
14,1,1.0000,8.3483
15,0,0.0000,8.3483
16,2,2.0000,8.3483
17,0,0.0000,8.3483
18,1,1.0000,8.3483
19,4,4.0000,8.3483
20,1,1.0000,8.3483
21,3,3.0000,8.3483
22,0,0.0000,7.8306
23,0,0.0000,8.3483
24,2,2.0000,8.3483
25,0,0.0000,8.3483
26,1,1.0000,8.3483
27,2,2.0000,7.8306
28,1,1.0000,8.3483
29,4,4.0000,7.8306
30,4,4.0000,7.8306
