Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,7.9969
1,2,2.0000,7.9969
2,2,2.0000,7.9969
3,4,4.0000,7.9969
4,2,2.0000,7.9969
5,3,3.0000,7.9969
6,2,2.0000,7.5858
7,2,2.0000,7.9969
8,0,0.0000,7.9969
9,0,0.0000,7.9969
10,0,0.0000,7.9969
11,0,0.0000,7.9969
12,1,1.0000,7.9969
13,2,2.0000,7.9969
14,1,1.0000,7.9782
15,3,3.0000,7.9969
16,3,3.0000,7.8612
17,2,2.0000,7.9969
18,0,0.0000,7.9969
19,3,3.0000,7.9969
20,0,0.0000,7.9528
21,3,3.0000,7.9969
22,0,0.0000,7.9969
23,0,0.0000,7.9969
24,0,0.0000,7.9969
25,2,2.0000,7.9969
26,0,0.0000,7.9969
27,3,3.0000,7.9969
28,1,1.0000,7.9969
29,2,2.0000,7.5858
30,4,4.0000,7.9969
31,2,2.0000,7.9782
32,2,2.0000,7.8612
33,1,1.0000,7.9528
34,3,3.0000,7.9969
35,1,1.0000,7.9969
36,3,3.0000,7.5858
37,1,1.0000,7.8612
38,0,0.0000,7.9528
39,0,0.0000,7.5858
