Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,7.5858
1,2,2.0000,7.5858
2,2,2.0000,7.5858
3,4,4.0000,7.5858
4,2,2.0000,7.5858
5,3,3.0000,7.5858
6,2,2.0000,7.5858
7,2,2.0000,7.5858
8,0,0.0000,7.5858
9,0,0.0000,7.5858
10,0,0.0000,7.5858
11,0,0.0000,7.5858
12,1,1.0000,7.5858
13,2,2.0000,7.5858
14,0,0.0000,7.5858
15,3,3.0000,7.5858
16,2,2.0000,7.5858
17,2,2.0000,7.5858
18,0,0.0000,7.5858
19,3,3.0000,7.5858
20,2,2.0000,7.5858
21,3,3.0000,7.5858
22,0,0.0000,7.5858
23,0,0.0000,7.5858
24,0,0.0000,7.5858
25,2,2.0000,7.5858
26,0,0.0000,7.5858
27,3,3.0000,7.5858
28,1,1.0000,7.5858
29,2,2.0000,7.5858
30,4,4.0000,7.5858
31,2,2.0000,7.5858
32,2,2.0000,7.5858
33,1,1.0000,7.5858
34,3,3.0000,7.5858
35,1,1.0000,7.5858
36,3,3.0000,7.5858
37,1,1.0000,7.5858
38,0,0.0000,7.5858
39,0,0.0000,7.5858
