Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,14.4021
1,2,2.0000,13.8784
2,2,2.0000,14.4021
3,0,0.0000,14.4021
4,3,3.0000,14.3942
5,0,0.0000,14.2325
6,3,3.0000,14.4021
7,2,2.0000,14.4021
8,0,0.0000,14.4021
9,0,0.0000,14.1410
10,4,4.0000,14.1380
11,0,0.0000,14.4021
12,1,1.0000,12.0417
13,2,2.0000,14.4021
14,0,0.0000,14.4021
15,1,1.0000,14.4021
16,2,2.0000,14.4021
17,2,2.0000,12.7386
18,0,0.0000,12.9658
19,3,3.0000,14.4021
20,2,2.0000,14.4021
21,1,1.0000,14.1958
22,1,1.0000,14.1626
23,0,0.0000,14.4021
24,4,4.0000,13.9088
25,2,2.0000,14.4021
26,1,1.0000,14.2897
27,4,4.0000,13.7261
28,3,3.0000,14.2141
29,3,3.0000,13.8347
30,4,4.0000,13.9732
31,2,2.0000,12.0417
32,2,2.0000,12.7386
33,1,1.0000,12.9658
34,0,0.0000,14.1626
35,1,1.0000,13.3702
36,3,3.0000,13.6255
37,1,1.0000,10.4909
38,0,0.0000,12.4671
39,0,0.0000,10.3866
