Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9
0,0,1.0889,0.818,0.7886,0.8067,0.9294,1.8451,2.9565,2.5987,5.8523,10.0559
0,1,8.7662,8.9943,8.599,9.1868,9.2735,8.3083,7.1544,7.1344,6.6873,6.6873
0,2,6.6873,6.6873,6.0328,6.3702,6.5742,5.9174,5.5405,5.6689,5.4333,5.4333
0,3,5.4333,5.4333,5.4333,5.4333,5.4333,5.4333,5.4333,4.2395,5.4333,4.2395
0,4,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,5,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,6,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,7,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,8,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,9,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,10,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,11,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,12,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,13,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,14,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,15,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,16,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,17,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,18,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,19,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,20,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,21,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,22,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,23,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,24,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,25,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,26,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,27,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,28,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,29,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,30,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,31,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,32,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,33,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,34,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,35,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,36,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,37,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,38,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
0,39,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395,4.2395
