Iteration,Mean,Stdev,Run-0
0,0.9910845174403943,0.0,0.9910845174403943
1,1.1357556200179542,0.0,1.1357556200179542
2,1.2015768732164083,0.0,1.2015768732164083
3,1.3234346564680965,0.0,1.3234346564680965
4,1.3367805536140591,0.0,1.3367805536140591
5,1.2162606385263,0.0,1.2162606385263
6,1.1512791959304436,0.0,1.1512791959304436
7,1.211385826771048,0.0,1.211385826771048
8,1.211385826771048,0.0,1.211385826771048
9,1.211385826771048,0.0,1.211385826771048
10,1.211385826771048,0.0,1.211385826771048
11,1.211385826771048,0.0,1.211385826771048
12,1.211385826771048,0.0,1.211385826771048
13,1.211385826771048,0.0,1.211385826771048
14,1.211385826771048,0.0,1.211385826771048
15,1.211385826771048,0.0,1.211385826771048
16,1.211385826771048,0.0,1.211385826771048
17,1.211385826771048,0.0,1.211385826771048
18,1.211385826771048,0.0,1.211385826771048
19,1.211385826771048,0.0,1.211385826771048
20,1.211385826771048,0.0,1.211385826771048
21,1.211385826771048,0.0,1.211385826771048
22,1.211385826771048,0.0,1.211385826771048
23,1.211385826771048,0.0,1.211385826771048
24,1.211385826771048,0.0,1.211385826771048
25,1.211385826771048,0.0,1.211385826771048
26,1.211385826771048,0.0,1.211385826771048
27,1.211385826771048,0.0,1.211385826771048
28,1.211385826771048,0.0,1.211385826771048
29,1.211385826771048,0.0,1.211385826771048
30,1.211385826771048,0.0,1.211385826771048
31,1.211385826771048,0.0,1.211385826771048
32,1.211385826771048,0.0,1.211385826771048
33,1.211385826771048,0.0,1.211385826771048
34,1.211385826771048,0.0,1.211385826771048
35,1.211385826771048,0.0,1.211385826771048
36,1.211385826771048,0.0,1.211385826771048
37,1.211385826771048,0.0,1.211385826771048
38,1.211385826771048,0.0,1.211385826771048
39,1.211385826771048,0.0,1.211385826771048
