Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,1.0889
1,0,0.0000,0.8180
2,0,0.0000,0.7886
3,0,0.0000,0.8067
4,0,0.0000,1.1244
5,0,0.0000,1.0488
6,0,0.0000,0.8202
7,0,0.0000,1.1492
8,0,0.0000,0.8521
9,0,0.0000,0.9853
10,0,0.0000,0.9286
11,0,0.0000,1.1821
12,0,0.0000,1.0298
13,0,0.0000,0.8832
14,0,0.0000,0.9416
15,0,0.0000,0.8468
16,0,0.0000,2.8733
17,0,0.0000,2.1573
18,0,0.0000,3.5499
19,0,0.0000,2.8404
20,0,0.0000,2.6167
21,0,0.0000,3.1773
22,0,0.0000,3.3141
23,0,0.0000,2.6206
24,0,0.0000,6.0164
25,0,0.0000,8.1957
26,0,0.0000,6.7653
27,0,0.0000,7.6090
28,0,0.0000,13.6537
29,0,0.0000,15.1581
30,0,0.0000,30.9783
