Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,59.9724
1,0,0.0000,59.9724
2,0,0.0000,59.9724
3,0,0.0000,59.9724
4,0,0.0000,59.9724
5,0,0.0000,59.9724
6,0,0.0000,59.9724
7,0,0.0000,59.9724
8,0,0.0000,59.9724
9,0,0.0000,59.9724
10,0,0.0000,59.9724
11,0,0.0000,59.9724
12,0,0.0000,59.9724
13,0,0.0000,59.9724
14,0,0.0000,59.9724
15,0,0.0000,59.9724
16,0,0.0000,59.9724
17,0,0.0000,59.9724
18,0,0.0000,59.9724
19,0,0.0000,59.9724
20,0,0.0000,59.9724
21,0,0.0000,59.9724
22,0,0.0000,59.9724
23,0,0.0000,59.9724
24,0,0.0000,59.9724
25,0,0.0000,59.9724
26,0,0.0000,59.9724
27,0,0.0000,59.9724
28,0,0.0000,59.9724
29,0,0.0000,59.9724
30,0,0.0000,59.9724
31,0,0.0000,59.9724
32,0,0.0000,59.9724
33,0,0.0000,59.9724
34,0,0.0000,59.9724
35,0,0.0000,59.9724
36,0,0.0000,59.9724
37,0,0.0000,59.9724
38,0,0.0000,59.9724
39,0,0.0000,59.9724
40,0,0.0000,59.9724
41,0,0.0000,59.9724
42,0,0.0000,59.9724
43,0,0.0000,59.9724
44,0,0.0000,59.9724
45,0,0.0000,59.9724
46,0,0.0000,59.9724
47,0,0.0000,59.9724
48,0,0.0000,59.9724
49,0,0.0000,59.9724
50,0,0.0000,59.9724
51,0,0.0000,59.9724
52,0,0.0000,59.9724
53,0,0.0000,59.9724
54,0,0.0000,59.9724
55,0,0.0000,59.9724
56,0,0.0000,59.9724
57,0,0.0000,59.9724
58,0,0.0000,59.9724
59,0,0.0000,59.9724
60,0,0.0000,59.9724
61,0,0.0000,59.9724
62,0,0.0000,59.9724
