Iteration,Mean,Stdev,Run-0
0,0.675,0.0,0.675
1,2.25,0.0,2.25
2,3.2,0.0,3.2
3,3.425,0.0,3.425
4,3.375,0.0,3.375
5,3.125,0.0,3.125
6,3.1,0.0,3.1
7,3.15,0.0,3.15
8,3.1,0.0,3.1
9,3.225,0.0,3.225
10,3.225,0.0,3.225
11,3.225,0.0,3.225
12,3.225,0.0,3.225
13,3.225,0.0,3.225
14,3.225,0.0,3.225
15,3.225,0.0,3.225
16,3.225,0.0,3.225
17,3.225,0.0,3.225
18,3.225,0.0,3.225
19,3.225,0.0,3.225
20,3.225,0.0,3.225
21,3.225,0.0,3.225
22,3.225,0.0,3.225
23,3.225,0.0,3.225
24,3.225,0.0,3.225
25,3.225,0.0,3.225
26,3.225,0.0,3.225
27,3.225,0.0,3.225
28,3.225,0.0,3.225
29,3.225,0.0,3.225
30,3.225,0.0,3.225
31,3.225,0.0,3.225
32,3.225,0.0,3.225
33,3.225,0.0,3.225
34,3.225,0.0,3.225
35,3.225,0.0,3.225
36,3.225,0.0,3.225
37,3.225,0.0,3.225
38,3.225,0.0,3.225
39,3.225,0.0,3.225
