Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,8.7959
1,0,0.0000,8.7959
2,1,1.0000,8.7959
3,0,0.0000,8.7959
4,2,2.0000,8.7959
5,3,3.0000,8.7959
6,2,2.0000,8.7959
7,2,2.0000,8.7959
8,4,4.0000,8.7959
9,1,1.0000,8.7959
10,4,4.0000,8.7959
11,2,2.0000,8.7959
12,1,1.0000,8.7959
13,1,1.0000,8.7959
14,0,0.0000,8.7959
15,3,3.0000,8.7959
16,1,1.0000,8.7959
17,4,4.0000,8.7959
18,0,0.0000,8.7959
19,3,3.0000,8.7959
20,2,2.0000,8.7959
21,3,3.0000,8.7959
22,4,4.0000,8.7959
23,3,3.0000,8.6314
24,3,3.0000,8.7959
25,4,4.0000,8.7959
26,0,0.0000,8.7959
27,2,2.0000,8.7959
28,4,4.0000,8.7959
29,1,1.0000,8.7959
30,4,4.0000,8.7959
31,2,2.0000,8.7959
32,2,2.0000,8.7959
33,2,2.0000,8.7959
34,1,1.0000,8.7959
35,2,2.0000,8.7959
36,2,2.0000,8.7959
37,1,1.0000,8.7959
38,4,4.0000,8.7959
39,0,0.0000,8.7959
40,4,4.0000,8.7959
41,3,3.0000,8.7959
42,1,1.0000,8.7959
43,1,1.0000,8.1552
44,4,4.0000,8.7959
45,2,2.0000,8.7959
46,2,2.0000,8.7959
47,4,4.0000,8.7959
48,0,0.0000,8.7959
49,0,0.0000,8.7959
50,0,0.0000,8.7959
51,3,3.0000,8.7959
52,1,1.0000,8.7959
53,1,1.0000,8.1552
54,0,0.0000,8.7959
55,0,0.0000,8.7959
56,4,4.0000,8.7959
57,3,3.0000,8.7959
58,0,0.0000,7.7013
59,2,2.0000,8.7959
60,0,0.0000,8.7959
61,1,1.0000,7.7013
62,3,3.0000,7.7013
