Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,34.5156
1,0,0.0000,34.5156
2,2,2.0000,34.5156
3,4,4.0000,34.3271
4,0,0.0000,31.6034
5,0,0.0000,33.6611
6,1,1.0000,32.8565
7,1,1.0000,33.6709
8,0,0.0000,34.5156
9,1,1.0000,34.5156
10,2,2.0000,32.8274
11,2,2.0000,34.5156
12,1,1.0000,34.0290
13,2,2.0000,32.3925
14,3,3.0000,33.1199
15,3,3.0000,34.5156
16,0,0.0000,34.1894
17,1,1.0000,31.7950
18,0,0.0000,34.5156
19,4,4.0000,34.3808
20,2,2.0000,34.5156
21,3,3.0000,34.5156
22,4,4.0000,34.1865
23,0,0.0000,34.5156
24,3,3.0000,34.5156
25,4,4.0000,34.3172
26,0,0.0000,30.9282
27,2,2.0000,31.6543
28,4,4.0000,34.3351
29,1,1.0000,34.5156
30,4,4.0000,33.9245
31,2,2.0000,33.0636
32,2,2.0000,33.3957
33,1,1.0000,31.6547
34,1,1.0000,31.0866
35,0,0.0000,31.8092
36,2,2.0000,34.5156
37,1,1.0000,32.8274
38,1,1.0000,31.4668
39,0,0.0000,33.1199
40,4,4.0000,29.7743
41,1,1.0000,33.3196
42,3,3.0000,32.7875
43,2,2.0000,32.2433
44,4,4.0000,33.1099
45,2,2.0000,28.8544
46,2,2.0000,34.3351
47,4,4.0000,32.6194
48,2,2.0000,29.3191
49,0,0.0000,28.6748
50,0,0.0000,31.5867
51,3,3.0000,30.5014
52,1,1.0000,29.7743
53,3,3.0000,30.2405
54,0,0.0000,28.1634
55,0,0.0000,29.0857
56,4,4.0000,26.4751
57,0,0.0000,28.0532
58,0,0.0000,26.9275
59,2,2.0000,23.4858
60,0,0.0000,23.3518
61,1,1.0000,22.3276
62,3,3.0000,21.6954
