Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,16.0010
1,0,0.0000,16.0010
2,1,1.0000,15.6310
3,0,0.0000,16.0010
4,1,1.0000,15.6527
5,3,3.0000,16.0010
6,1,1.0000,15.6171
7,0,0.0000,15.8212
8,0,0.0000,16.0010
9,1,1.0000,16.0010
10,4,4.0000,16.0010
11,2,2.0000,16.0010
12,1,1.0000,15.0416
13,1,1.0000,16.0010
14,0,0.0000,14.5808
15,3,3.0000,16.0010
16,1,1.0000,16.0010
17,4,4.0000,16.0010
18,0,0.0000,16.0010
19,3,3.0000,16.0010
20,2,2.0000,16.0010
21,3,3.0000,16.0010
22,4,4.0000,16.0010
23,0,0.0000,16.0010
24,3,3.0000,16.0010
25,4,4.0000,16.0010
26,0,0.0000,16.0010
27,2,2.0000,16.0010
28,4,4.0000,16.0010
29,1,1.0000,16.0010
30,4,4.0000,16.0010
31,2,2.0000,16.0010
32,2,2.0000,14.4498
33,0,0.0000,15.6310
34,1,1.0000,15.6527
35,2,2.0000,15.6171
36,2,2.0000,16.0010
37,1,1.0000,16.0010
38,4,4.0000,14.9068
39,0,0.0000,14.5808
40,4,4.0000,16.0010
41,3,3.0000,16.0010
42,1,1.0000,16.0010
43,4,4.0000,16.0010
44,4,4.0000,16.0010
45,2,2.0000,16.0010
46,2,2.0000,16.0010
47,4,4.0000,16.0010
48,1,1.0000,13.0087
49,1,1.0000,15.1010
50,0,0.0000,15.3247
51,3,3.0000,14.0289
52,1,1.0000,16.0010
53,3,3.0000,15.9871
54,0,0.0000,16.0010
55,0,0.0000,16.0010
56,4,4.0000,13.0087
57,3,3.0000,13.1403
58,2,2.0000,15.9871
59,2,2.0000,16.0010
60,0,0.0000,10.6539
61,1,1.0000,15.9871
62,3,3.0000,10.6539
