Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,9.4164
1,0,0.0000,9.4164
2,1,1.0000,9.4164
3,0,0.0000,9.4164
4,2,2.0000,9.4164
5,3,3.0000,9.4164
6,2,2.0000,9.4164
7,2,2.0000,9.4164
8,4,4.0000,9.4164
9,1,1.0000,9.4164
10,4,4.0000,9.4164
11,2,2.0000,9.4164
12,1,1.0000,9.4164
13,1,1.0000,9.4164
14,0,0.0000,9.4164
15,3,3.0000,9.4164
16,1,1.0000,9.4164
17,4,4.0000,9.4164
18,0,0.0000,9.4164
19,3,3.0000,9.4164
20,2,2.0000,9.4164
21,3,3.0000,9.4164
22,4,4.0000,9.4164
23,0,0.0000,9.4164
24,3,3.0000,9.4164
25,4,4.0000,9.4164
26,0,0.0000,9.4164
27,2,2.0000,9.4164
28,4,4.0000,9.4164
29,1,1.0000,9.4164
30,4,4.0000,9.4164
31,2,2.0000,9.4164
32,2,2.0000,9.4164
33,2,2.0000,8.7959
34,1,1.0000,9.4164
35,2,2.0000,9.4164
36,2,2.0000,9.4164
37,2,2.0000,9.3124
38,4,4.0000,9.4164
39,0,0.0000,9.4164
40,4,4.0000,9.4164
41,3,3.0000,9.4164
42,1,1.0000,9.4164
43,4,4.0000,9.4164
44,4,4.0000,9.4164
45,2,2.0000,9.4164
46,2,2.0000,9.4164
47,4,4.0000,9.4164
48,0,0.0000,8.7959
49,0,0.0000,9.4164
50,0,0.0000,9.3124
51,3,3.0000,9.4164
52,1,1.0000,9.4164
53,1,1.0000,9.4164
54,0,0.0000,9.4164
55,0,0.0000,9.4164
56,4,4.0000,8.7959
57,3,3.0000,9.3124
58,2,2.0000,9.4164
59,2,2.0000,9.4164
60,0,0.0000,8.7959
61,1,1.0000,9.4164
62,3,3.0000,8.7959
