Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,7.7013
1,0,0.0000,7.7013
2,1,1.0000,7.7013
3,0,0.0000,7.7013
4,2,2.0000,7.7013
5,3,3.0000,7.7013
6,2,2.0000,7.7013
7,2,2.0000,7.7013
8,4,4.0000,7.7013
9,1,1.0000,7.7013
10,4,4.0000,7.7013
11,2,2.0000,7.7013
12,1,1.0000,7.7013
13,1,1.0000,7.7013
14,0,0.0000,7.7013
15,3,3.0000,7.7013
16,1,1.0000,7.7013
17,4,4.0000,7.7013
18,0,0.0000,7.7013
19,3,3.0000,7.7013
20,2,2.0000,7.7013
21,3,3.0000,7.7013
22,4,4.0000,7.7013
23,3,3.0000,7.7013
24,3,3.0000,7.7013
25,4,4.0000,7.7013
26,0,0.0000,7.7013
27,2,2.0000,7.7013
28,4,4.0000,7.7013
29,1,1.0000,7.7013
30,4,4.0000,7.7013
31,2,2.0000,7.7013
32,2,2.0000,7.7013
33,2,2.0000,7.7013
34,1,1.0000,7.7013
35,2,2.0000,7.7013
36,2,2.0000,7.7013
37,1,1.0000,7.7013
38,4,4.0000,7.7013
39,0,0.0000,7.7013
40,4,4.0000,7.7013
41,3,3.0000,7.7013
42,1,1.0000,7.7013
43,1,1.0000,7.7013
44,4,4.0000,7.7013
45,2,2.0000,7.7013
46,2,2.0000,7.7013
47,4,4.0000,7.7013
48,0,0.0000,7.7013
49,0,0.0000,7.7013
50,0,0.0000,7.7013
51,1,1.0000,7.6537
52,1,1.0000,7.7013
53,1,1.0000,7.7013
54,0,0.0000,7.7013
55,0,0.0000,7.7013
56,4,4.0000,7.7013
57,3,3.0000,7.6537
58,0,0.0000,7.7013
59,2,2.0000,7.7013
60,0,0.0000,7.6537
61,1,1.0000,7.7013
62,3,3.0000,7.6537
