Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,10.6539
1,0,0.0000,10.6539
2,1,1.0000,10.6539
3,0,0.0000,10.6539
4,2,2.0000,10.6539
5,3,3.0000,10.6539
6,2,2.0000,10.3026
7,2,2.0000,10.6539
8,4,4.0000,10.3389
9,1,1.0000,10.6539
10,4,4.0000,10.6539
11,2,2.0000,10.6539
12,1,1.0000,10.6539
13,1,1.0000,10.6539
14,0,0.0000,10.6539
15,3,3.0000,10.6539
16,1,1.0000,10.6539
17,4,4.0000,10.6539
18,0,0.0000,10.6539
19,3,3.0000,10.6539
20,2,2.0000,10.6539
21,3,3.0000,10.6539
22,4,4.0000,10.6539
23,0,0.0000,10.6539
24,3,3.0000,10.6539
25,4,4.0000,10.6539
26,0,0.0000,10.6539
27,2,2.0000,10.6539
28,4,4.0000,10.6539
29,1,1.0000,10.6539
30,4,4.0000,10.6539
31,2,2.0000,10.6539
32,2,2.0000,10.6539
33,0,0.0000,10.6539
34,1,1.0000,10.6539
35,2,2.0000,10.3026
36,2,2.0000,10.3389
37,1,1.0000,10.6539
38,4,4.0000,10.6539
39,0,0.0000,10.6539
40,0,0.0000,10.5531
41,1,1.0000,10.5522
42,1,1.0000,10.6539
43,2,2.0000,10.5289
44,4,4.0000,10.6539
45,4,4.0000,10.4752
46,3,3.0000,10.6193
47,2,2.0000,10.5998
48,0,0.0000,10.5499
49,0,0.0000,10.3026
50,0,0.0000,10.3389
51,3,3.0000,10.6539
52,1,1.0000,10.4898
53,1,1.0000,10.5289
54,0,0.0000,10.4752
55,0,0.0000,10.5998
56,4,4.0000,10.0196
57,3,3.0000,10.3389
58,2,2.0000,10.3147
59,1,1.0000,9.7730
60,0,0.0000,9.4164
61,1,1.0000,9.7730
62,3,3.0000,9.4164
