Agent,Plan,LocalCost,ComplexCost
0,7,7.0000,5.4188
1,0,0.0000,5.4188
2,6,6.0000,5.4188
3,2,2.0000,5.4188
4,1,1.0000,5.4188
5,5,5.0000,5.4188
6,7,7.0000,5.4188
7,1,1.0000,5.4188
8,0,0.0000,5.4188
9,1,1.0000,5.4188
10,2,2.0000,5.4188
11,1,1.0000,5.4188
12,8,8.0000,5.4188
13,1,1.0000,5.4188
14,3,3.0000,5.4188
15,0,0.0000,5.4188
16,0,0.0000,5.4188
17,0,0.0000,5.4188
18,6,6.0000,5.4188
19,1,1.0000,5.4188
20,6,6.0000,5.4188
21,1,1.0000,5.4188
22,7,7.0000,5.4188
23,0,0.0000,5.4188
24,0,0.0000,5.4188
25,9,9.0000,5.4188
26,7,7.0000,5.4188
27,2,2.0000,5.4188
28,1,1.0000,5.4188
29,2,2.0000,5.4188
30,0,0.0000,5.4188
31,1,1.0000,5.4188
32,1,1.0000,5.4188
33,4,4.0000,5.4188
34,0,0.0000,5.4188
35,7,7.0000,5.4188
36,8,8.0000,5.4188
37,7,7.0000,5.4188
38,9,9.0000,5.4188
39,5,5.0000,5.4188
