Agent,Plan,LocalCost,ComplexCost
0,7,7.0000,5.9925
1,0,0.0000,5.9925
2,6,6.0000,5.9925
3,2,2.0000,5.9925
4,1,1.0000,5.9925
5,5,5.0000,5.9925
6,2,2.0000,5.9925
7,1,1.0000,5.9925
8,0,0.0000,5.9925
9,1,1.0000,5.9925
10,2,2.0000,5.9925
11,1,1.0000,5.9925
12,8,8.0000,5.9925
13,1,1.0000,5.9925
14,3,3.0000,5.9925
15,0,0.0000,5.9925
16,0,0.0000,5.9925
17,0,0.0000,5.9925
18,6,6.0000,5.9925
19,1,1.0000,5.7838
20,6,6.0000,5.9925
21,1,1.0000,5.9925
22,7,7.0000,5.9925
23,0,0.0000,5.9925
24,0,0.0000,5.9925
25,9,9.0000,5.9925
26,7,7.0000,5.9925
27,2,2.0000,5.9925
28,1,1.0000,5.9925
29,2,2.0000,5.9925
30,0,0.0000,5.9925
31,1,1.0000,5.9925
32,1,1.0000,5.9925
33,4,4.0000,5.7838
34,0,0.0000,5.9925
35,7,7.0000,5.9925
36,8,8.0000,5.9925
37,7,7.0000,5.9925
38,9,9.0000,5.7838
39,5,5.0000,5.7838
