Agent,Plan,LocalCost,ComplexCost
0,6,6.0000,35.9676
1,2,2.0000,40.7879
2,1,1.0000,38.8166
3,2,2.0000,40.1617
4,7,7.0000,40.1305
5,9,9.0000,38.9535
6,6,6.0000,40.9651
7,8,8.0000,37.2585
8,2,2.0000,39.7497
9,5,5.0000,38.8034
10,3,3.0000,40.1396
11,0,0.0000,38.7585
12,8,8.0000,37.9822
13,0,0.0000,39.1626
14,8,8.0000,38.7998
15,0,0.0000,41.4914
16,2,2.0000,37.2869
17,0,0.0000,41.4914
18,6,6.0000,38.2207
19,3,3.0000,37.8246
20,6,6.0000,38.3219
21,9,9.0000,37.1374
22,7,7.0000,39.0300
23,7,7.0000,40.9694
24,0,0.0000,41.4914
25,9,9.0000,39.2222
26,7,7.0000,37.8418
27,2,2.0000,29.9415
28,1,1.0000,36.4865
29,4,4.0000,35.1627
30,5,5.0000,33.5953
31,6,6.0000,30.1090
32,2,2.0000,34.9317
33,2,2.0000,30.8776
34,0,0.0000,34.5176
35,9,9.0000,32.7844
36,3,3.0000,24.5818
37,7,7.0000,21.8542
38,9,9.0000,19.8565
39,5,5.0000,19.8565
