Agent,Plan,LocalCost,ComplexCost
0,7,7.0000,7.6640
1,0,0.0000,7.6640
2,6,6.0000,7.6640
3,3,3.0000,7.5817
4,1,1.0000,7.6640
5,5,5.0000,7.6640
6,2,2.0000,7.6640
7,1,1.0000,7.6640
8,0,0.0000,7.6640
9,1,1.0000,7.6640
10,2,2.0000,6.9071
11,1,1.0000,7.6640
12,8,8.0000,7.6640
13,1,1.0000,7.6640
14,3,3.0000,7.6640
15,0,0.0000,7.6640
16,0,0.0000,7.6640
17,0,0.0000,7.6640
18,6,6.0000,7.6640
19,3,3.0000,7.6640
20,6,6.0000,7.6640
21,1,1.0000,7.5502
22,7,7.0000,7.6640
23,0,0.0000,7.6640
24,0,0.0000,7.6640
25,9,9.0000,7.6640
26,0,0.0000,7.5673
27,2,2.0000,7.6640
28,1,1.0000,7.5817
29,2,2.0000,7.6640
30,0,0.0000,6.9071
31,1,1.0000,7.6640
32,1,1.0000,7.6640
33,2,2.0000,7.6640
34,0,0.0000,7.5502
35,7,7.0000,7.5673
36,8,8.0000,7.5817
37,7,7.0000,6.9071
38,9,9.0000,7.5502
39,5,5.0000,6.5155
