Iteration,Mean,Stdev,Run-0,Run-1
0,10.91997203150628,0.10814427722435731,10.811827754281966,11.028116308730594
1,7.431686196757194,0.6551819379761064,6.77650425878109,8.086868134733297
2,6.014092264963985,0.3713985007834097,5.642693764180585,6.385490765747385
3,5.152428476252517,0.11977502232404988,5.032653453928437,5.272203498576596
4,4.670447862513381,0.023830303231411182,4.694278165744812,4.64661755928195
