Iteration,Mean,Stdev,Run-0,Run-1
0,1.5293440892221675,0.15241209113100374,1.3769319980911643,1.6817561803531709
1,2.4450971753756674,0.32684489674573003,2.7719420721213983,2.118252278629936
2,2.5679098256600916,0.003444417356875018,2.571354243016727,2.5644654083034566
3,2.5729393425070666,0.10778151353380298,2.6807208560408684,2.4651578289732647
4,2.5077620053627943,0.19460909671794566,2.3131529086448466,2.7023711020807415
