Indices,GC,LC
"(0, 0, 0, 0, 0, 0, 0)",10.521518539168847,1.0
"(0, 0, 0, 0, 0, 0, 1)",8.916766001620205,1.1428571428571428
"(0, 0, 0, 0, 0, 0, 2)",9.794276340112624,1.2857142857142858
"(0, 0, 0, 0, 0, 0, 3)",9.484322190332342,1.4285714285714286
"(0, 0, 0, 0, 0, 1, 0)",9.747512235222903,1.1428571428571428
"(0, 0, 0, 0, 0, 1, 1)",8.111110359361144,1.2857142857142858
"(0, 0, 0, 0, 0, 1, 2)",9.678777022852698,1.4285714285714286
"(0, 0, 0, 0, 0, 1, 3)",8.691367704054716,1.5714285714285714
"(0, 0, 0, 0, 0, 2, 0)",9.599809691111345,1.2857142857142858
"(0, 0, 0, 0, 0, 2, 1)",7.572873553179217,1.4285714285714286
"(0, 0, 0, 0, 0, 2, 2)",9.209441686000538,1.5714285714285714
"(0, 0, 0, 0, 0, 2, 3)",8.978681532027762,1.7142857142857142
"(0, 0, 0, 0, 0, 3, 0)",10.158962291047265,1.4285714285714286
"(0, 0, 0, 0, 0, 3, 1)",7.907174695884916,1.5714285714285714
"(0, 0, 0, 0, 0, 3, 2)",9.523019391148532,1.7142857142857142
"(0, 0, 0, 0, 0, 3, 3)",9.084456857318772,1.8571428571428572
"(0, 0, 0, 0, 1, 0, 0)",9.54427689517264,1.1428571428571428
"(0, 0, 0, 0, 1, 0, 1)",8.611417371974806,1.2857142857142858
"(0, 0, 0, 0, 1, 0, 2)",8.86548920955948,1.4285714285714286
"(0, 0, 0, 0, 1, 0, 3)",8.355946294415798,1.5714285714285714
"(0, 0, 0, 0, 1, 1, 0)",8.142718429456739,1.2857142857142858
"(0, 0, 0, 0, 1, 1, 1)",7.178209567945791,1.4285714285714286
"(0, 0, 0, 0, 1, 1, 2)",8.1224377305296,1.5714285714285714
"(0, 0, 0, 0, 1, 1, 3)",6.9354396463682155,1.7142857142857142
"(0, 0, 0, 0, 1, 2, 0)",8.527373478184762,1.4285714285714286
"(0, 0, 0, 0, 1, 2, 1)",7.1723303546034405,1.5714285714285714
"(0, 0, 0, 0, 1, 2, 2)",8.18545998651702,1.7142857142857142
"(0, 0, 0, 0, 1, 2, 3)",7.755111067180837,1.8571428571428572
"(0, 0, 0, 0, 1, 3, 0)",8.80791827950987,1.5714285714285714
"(0, 0, 0, 0, 1, 3, 1)",7.228023698698332,1.7142857142857142
"(0, 0, 0, 0, 1, 3, 2)",8.220429893054202,1.8571428571428572
"(0, 0, 0, 0, 1, 3, 3)",7.582278593861037,2.0
"(0, 0, 0, 0, 2, 0, 0)",10.029215921135885,1.2857142857142858
"(0, 0, 0, 0, 2, 0, 1)",8.864309586728414,1.4285714285714286
"(0, 0, 0, 0, 2, 0, 2)",9.700087251620477,1.5714285714285714
"(0, 0, 0, 0, 2, 0, 3)",9.136146721162405,1.7142857142857142
"(0, 0, 0, 0, 2, 1, 0)",8.572070846709098,1.4285714285714286
"(0, 0, 0, 0, 2, 1, 1)",7.375515173988506,1.5714285714285714
"(0, 0, 0, 0, 2, 1, 2)",8.901449163879706,1.7142857142857142
"(0, 0, 0, 0, 2, 1, 3)",7.660053464403928,1.8571428571428572
"(0, 0, 0, 0, 2, 2, 0)",8.835381746324634,1.5714285714285714
"(0, 0, 0, 0, 2, 2, 1)",7.2482918115336705,1.7142857142857142
"(0, 0, 0, 0, 2, 2, 2)",8.843127270754641,1.8571428571428572
"(0, 0, 0, 0, 2, 2, 3)",8.358380736104065,2.0
"(0, 0, 0, 0, 2, 3, 0)",9.417143466294561,1.7142857142857142
"(0, 0, 0, 0, 2, 3, 1)",7.605202074273378,1.8571428571428572
"(0, 0, 0, 0, 2, 3, 2)",9.17931409593664,2.0
"(0, 0, 0, 0, 2, 3, 3)",8.486765181429083,2.142857142857143
"(0, 0, 0, 0, 3, 0, 0)",9.477776759053507,1.4285714285714286
"(0, 0, 0, 0, 3, 0, 1)",8.726242231654771,1.5714285714285714
"(0, 0, 0, 0, 3, 0, 2)",8.833555711567337,1.7142857142857142
"(0, 0, 0, 0, 3, 0, 3)",8.538591563135004,1.8571428571428572
"(0, 0, 0, 0, 3, 1, 0)",8.33449072474009,1.5714285714285714
