Agent,Plan,LocalCost,ComplexCost
0,6,6.0000,11.6941
1,2,2.0000,11.6941
2,9,9.0000,11.6941
3,2,2.0000,11.6941
4,9,9.0000,11.1101
5,2,2.0000,10.9836
6,6,6.0000,11.6941
7,7,7.0000,11.3731
8,0,0.0000,11.6941
9,4,4.0000,10.9693
10,3,3.0000,11.6423
11,8,8.0000,11.6941
12,4,4.0000,11.2707
13,1,1.0000,11.6941
14,1,1.0000,11.6941
15,9,9.0000,10.0556
16,9,9.0000,11.6941
17,2,2.0000,11.6941
18,6,6.0000,9.5305
19,0,0.0000,10.5611
20,3,3.0000,10.9693
21,3,3.0000,11.6423
22,2,2.0000,11.2707
23,0,0.0000,9.7516
24,3,3.0000,11.6941
25,4,4.0000,9.1677
26,6,6.0000,9.9883
27,5,5.0000,9.7136
28,6,6.0000,9.1677
29,9,9.0000,8.5438
30,0,0.0000,8.5438
