Agent,Plan,LocalCost,ComplexCost
0,6,6.0000,7.6317
1,2,2.0000,7.6317
2,9,9.0000,7.6317
3,2,2.0000,7.6317
4,8,8.0000,7.6317
5,7,7.0000,7.6317
6,6,6.0000,7.6317
7,9,9.0000,7.6317
8,0,0.0000,7.6317
9,2,2.0000,7.5817
10,9,9.0000,7.5459
11,8,8.0000,7.6317
12,4,4.0000,7.6317
13,1,1.0000,7.6317
14,1,1.0000,7.6317
15,9,9.0000,7.6317
16,9,9.0000,7.6317
17,2,2.0000,7.6317
18,4,4.0000,7.6317
19,5,5.0000,7.6317
20,9,9.0000,6.8876
21,3,3.0000,7.5459
22,2,2.0000,7.6317
23,0,0.0000,7.6317
24,2,2.0000,7.6317
25,0,0.0000,7.6317
26,6,6.0000,6.8876
27,5,5.0000,7.6317
28,6,6.0000,7.6317
29,9,9.0000,6.8876
30,0,0.0000,6.8876
