Agent,Plan,LocalCost,ComplexCost
0,6,6.0000,17.1459
1,2,2.0000,17.3120
2,9,9.0000,18.1699
3,2,2.0000,16.5496
4,7,7.0000,17.1215
5,5,5.0000,17.8084
6,8,8.0000,17.9872
7,9,9.0000,18.2848
8,0,0.0000,18.2848
9,5,5.0000,16.5509
10,0,0.0000,18.2198
11,8,8.0000,18.2848
12,4,4.0000,16.8823
13,1,1.0000,18.2848
14,1,1.0000,18.2848
15,9,9.0000,15.7694
16,9,9.0000,14.7488
17,2,2.0000,15.8481
18,6,6.0000,14.4103
19,0,0.0000,15.9878
20,1,1.0000,16.3034
21,5,5.0000,18.0292
22,0,0.0000,14.4539
23,3,3.0000,15.2614
24,3,3.0000,11.6941
25,4,4.0000,12.1341
26,1,1.0000,16.3034
27,6,6.0000,12.3720
28,6,6.0000,11.6941
29,3,3.0000,11.7237
30,0,0.0000,11.6941
