Iteration,Mean,Stdev,Run-0,Run-1
0,4.251024198106528,0.058462079502550605,4.3094862776091,4.192562118603955
1,3.459742374618308,0.046474760108433565,3.5062171347267514,3.413267614509864
2,3.3644617139189346,0.13318157125206226,3.4976432851709918,3.2312801426668774
3,3.361963222231303,0.1356800629396937,3.4976432851709918,3.226283159291614
4,3.301739382081466,0.19590390308953065,3.4976432851709918,3.1058354789919402
