Iteration,Mean,Stdev,Run-0,Run-1
0,8.052048396213056,0.1330758409948047,7.9189725552182,8.18512423720791
1,5.019484749236616,0.19294952021688164,5.212434269453503,4.826535229019728
2,5.57892342783787,0.4163631425041056,5.9952865703419835,5.162560285333755
3,5.523926444462607,0.4713601258793733,5.9952865703419835,5.052566318583229
4,5.303478764162932,0.6918078061790491,5.9952865703419835,4.611670957983881
