Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,8.1476
1,0,0.0000,8.1476
2,0,0.0000,8.1476
3,5,5.0000,8.1476
4,1,1.0000,8.1476
5,0,0.0000,8.1476
6,6,6.0000,8.1476
7,1,1.0000,8.1476
8,9,9.0000,7.7831
9,1,1.0000,8.1476
10,4,4.0000,7.5652
11,4,4.0000,7.5253
12,5,5.0000,8.1476
13,7,7.0000,8.1476
14,5,5.0000,8.1476
15,0,0.0000,8.1476
16,0,0.0000,8.1476
17,0,0.0000,8.1476
18,0,0.0000,8.1476
19,6,6.0000,8.1476
20,1,1.0000,7.8690
21,0,0.0000,8.1476
22,5,5.0000,8.1476
23,0,0.0000,8.1476
24,0,0.0000,8.1476
25,6,6.0000,8.1476
26,5,5.0000,8.1476
27,7,7.0000,8.1476
28,0,0.0000,8.1476
29,4,4.0000,8.1476
30,0,0.0000,8.1476
31,7,7.0000,8.1476
32,1,1.0000,8.1476
33,5,5.0000,8.1476
34,1,1.0000,8.1476
35,0,0.0000,8.1476
36,2,2.0000,7.7831
37,1,1.0000,7.5014
38,9,9.0000,8.1476
39,0,0.0000,8.1476
40,4,4.0000,7.6756
41,6,6.0000,8.1476
42,0,0.0000,7.8690
43,0,0.0000,8.1476
44,4,4.0000,8.1476
45,2,2.0000,8.1476
46,2,2.0000,8.1476
47,0,0.0000,8.1476
48,4,4.0000,8.1476
49,1,1.0000,8.1476
50,1,1.0000,7.5014
51,3,3.0000,8.1476
52,7,7.0000,7.6756
53,3,3.0000,7.8690
54,0,0.0000,8.1476
55,2,2.0000,8.1476
56,4,4.0000,8.1476
57,4,4.0000,7.5014
58,2,2.0000,7.6756
59,1,1.0000,8.1476
60,2,2.0000,7.5014
61,0,0.0000,7.6756
62,7,7.0000,7.5014
