Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,39.0170
1,5,5.0000,42.2037
2,1,1.0000,42.7412
3,2,2.0000,43.5836
4,6,6.0000,41.7713
5,6,6.0000,42.9104
6,9,9.0000,41.4010
7,8,8.0000,42.4256
8,0,0.0000,43.8764
9,4,4.0000,43.3988
10,3,3.0000,40.4330
11,0,0.0000,40.2461
12,5,5.0000,40.3865
13,7,7.0000,42.5267
14,5,5.0000,39.0506
15,0,0.0000,43.8764
16,2,2.0000,41.0238
17,0,0.0000,43.8764
18,2,2.0000,42.4145
19,6,6.0000,40.4937
20,6,6.0000,43.7681
21,9,9.0000,38.4692
22,3,3.0000,40.6430
23,7,7.0000,41.7845
24,0,0.0000,43.8764
25,9,9.0000,40.5074
26,9,9.0000,43.0915
27,7,7.0000,41.4099
28,1,1.0000,43.1511
29,1,1.0000,38.8864
30,4,4.0000,43.1503
31,7,7.0000,42.1430
32,2,2.0000,34.8656
33,1,1.0000,39.0746
34,1,1.0000,40.9682
35,3,3.0000,38.3133
36,2,2.0000,43.3988
37,1,1.0000,35.5154
38,9,9.0000,38.4254
39,0,0.0000,39.0506
40,6,6.0000,39.3846
41,7,7.0000,38.9606
42,1,1.0000,38.1442
43,2,2.0000,35.9300
44,4,4.0000,39.8294
45,1,1.0000,40.9954
46,4,4.0000,37.9729
47,4,4.0000,39.4842
48,4,4.0000,33.6756
49,6,6.0000,33.0589
50,1,1.0000,35.5154
51,3,3.0000,34.5306
52,2,2.0000,35.5751
53,3,3.0000,32.0577
54,0,0.0000,37.5383
55,8,8.0000,34.5204
56,5,5.0000,32.4497
57,4,4.0000,26.0256
58,0,0.0000,30.5101
59,7,7.0000,29.4504
60,6,6.0000,26.0256
61,0,0.0000,29.4504
62,7,7.0000,23.8179
