Agent,Plan,LocalCost,ComplexCost
0,8,8.0000,17.1972
1,0,0.0000,17.6237
2,0,0.0000,17.6237
3,0,0.0000,17.6237
4,1,1.0000,17.6237
5,3,3.0000,17.5421
6,6,6.0000,15.5550
7,3,3.0000,17.3823
8,0,0.0000,17.6237
9,3,3.0000,17.2053
10,4,4.0000,17.2671
11,0,0.0000,17.6237
12,4,4.0000,17.5106
13,7,7.0000,17.6237
14,5,5.0000,17.6237
15,0,0.0000,17.6237
16,6,6.0000,17.0139
17,0,0.0000,17.6237
18,5,5.0000,17.4450
19,6,6.0000,15.3232
20,0,0.0000,17.6237
21,7,7.0000,17.3643
22,5,5.0000,17.6237
23,0,0.0000,17.6237
24,8,8.0000,17.5406
25,9,9.0000,17.6237
26,9,9.0000,17.6237
27,7,7.0000,17.6237
28,0,0.0000,17.6237
29,2,2.0000,17.6012
30,0,0.0000,17.6237
31,7,7.0000,17.6237
32,6,6.0000,16.5332
33,0,0.0000,17.6237
34,1,1.0000,17.5421
35,0,0.0000,15.5550
36,2,2.0000,17.2053
37,1,1.0000,17.2671
38,9,9.0000,17.5106
39,0,0.0000,17.6237
40,8,8.0000,16.6572
41,6,6.0000,14.1160
42,0,0.0000,17.3643
43,8,8.0000,17.1746
44,4,4.0000,17.5406
45,1,1.0000,17.6237
46,2,2.0000,17.6012
47,4,4.0000,17.6237
48,9,9.0000,16.4672
49,1,1.0000,15.0871
50,1,1.0000,16.6778
51,1,1.0000,17.5102
52,7,7.0000,14.1160
53,3,3.0000,16.9616
54,0,0.0000,17.5406
55,0,0.0000,17.6012
56,4,4.0000,15.0871
57,4,4.0000,16.6778
58,2,2.0000,14.1160
59,8,8.0000,17.0999
60,6,6.0000,14.8517
61,0,0.0000,14.1160
62,7,7.0000,14.1160
