Agent,Plan,LocalCost,ComplexCost
0,8,8.0000,13.8636
1,0,0.0000,14.1160
2,0,0.0000,14.1160
3,1,1.0000,13.8197
4,1,1.0000,14.1160
5,0,0.0000,14.1160
6,6,6.0000,12.8982
7,1,1.0000,14.1160
8,0,0.0000,14.1160
9,7,7.0000,13.7693
10,5,5.0000,13.9384
11,0,0.0000,14.1160
12,4,4.0000,13.7951
13,7,7.0000,14.1160
14,5,5.0000,14.1160
15,0,0.0000,14.1160
16,0,0.0000,14.1160
17,0,0.0000,14.1160
18,0,0.0000,14.1160
19,6,6.0000,14.1160
20,0,0.0000,14.1160
21,0,0.0000,14.1160
22,5,5.0000,14.1160
23,0,0.0000,14.1160
24,0,0.0000,14.1160
25,9,9.0000,14.1160
26,0,0.0000,13.8759
27,7,7.0000,14.1160
28,0,0.0000,14.1160
29,4,4.0000,13.6406
30,0,0.0000,14.1160
31,7,7.0000,14.1160
32,1,1.0000,13.8636
33,0,0.0000,13.8197
34,1,1.0000,14.1160
35,0,0.0000,12.8982
36,2,2.0000,13.7693
37,6,6.0000,13.6617
38,9,9.0000,13.7951
39,0,0.0000,14.1160
40,1,1.0000,14.1160
41,6,6.0000,14.1160
42,0,0.0000,14.1160
43,0,0.0000,14.1160
44,4,4.0000,14.1160
45,6,6.0000,13.7928
46,2,2.0000,13.6406
47,0,0.0000,13.3090
48,4,4.0000,13.5142
49,0,0.0000,12.8982
50,0,0.0000,13.5378
51,3,3.0000,13.7951
52,7,7.0000,14.1160
53,3,3.0000,14.1160
54,0,0.0000,13.7928
55,2,2.0000,12.3834
56,4,4.0000,12.8982
57,4,4.0000,13.5378
58,2,2.0000,14.1160
59,1,1.0000,12.3834
60,6,6.0000,12.7716
61,0,0.0000,12.3834
62,7,7.0000,12.3834
