Agent,Plan,LocalCost,ComplexCost
0,8,8.0000,22.6043
1,3,3.0000,22.3276
2,0,0.0000,23.8179
3,0,0.0000,23.8179
4,1,1.0000,23.8179
5,0,0.0000,23.8179
6,6,6.0000,22.4772
7,0,0.0000,23.2256
8,5,5.0000,23.5944
9,6,6.0000,22.7992
10,4,4.0000,21.3937
11,4,4.0000,22.2726
12,0,0.0000,23.5049
13,0,0.0000,23.4693
14,6,6.0000,22.3988
15,0,0.0000,23.8179
16,0,0.0000,23.8179
17,0,0.0000,23.8179
18,0,0.0000,23.8179
19,1,1.0000,23.8179
20,8,8.0000,23.6700
21,0,0.0000,23.8179
22,5,5.0000,22.6451
23,0,0.0000,23.8179
24,0,0.0000,23.8179
25,2,2.0000,22.7954
26,0,0.0000,22.4262
27,7,7.0000,23.8179
28,0,0.0000,21.2071
29,1,1.0000,23.8179
30,8,8.0000,23.0236
31,2,2.0000,23.2291
32,1,1.0000,21.0561
33,0,0.0000,23.8179
34,1,1.0000,23.8179
35,1,1.0000,22.0084
36,3,3.0000,22.1845
37,6,6.0000,19.2492
38,9,9.0000,23.0354
39,0,0.0000,22.3988
40,1,1.0000,22.9588
41,3,3.0000,23.3705
42,1,1.0000,23.2692
43,0,0.0000,22.6451
44,4,4.0000,22.7954
45,1,1.0000,22.4262
46,2,2.0000,20.3985
47,3,3.0000,21.5085
48,2,2.0000,20.6350
49,0,0.0000,22.0084
50,1,1.0000,17.8814
51,3,3.0000,21.4491
52,7,7.0000,21.5498
53,3,3.0000,22.6451
54,0,0.0000,22.2601
55,0,0.0000,19.3716
56,4,4.0000,20.6350
57,4,4.0000,17.8814
58,2,2.0000,19.9548
59,1,1.0000,18.1668
60,2,2.0000,17.5714
61,0,0.0000,17.6237
62,7,7.0000,17.6237
