Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,5.6097
1,0,0.0000,5.6097
2,0,0.0000,5.6097
3,5,5.0000,5.6097
4,1,1.0000,5.6097
5,0,0.0000,5.6097
6,6,6.0000,5.6097
7,1,1.0000,5.6097
8,0,0.0000,5.6097
9,1,1.0000,5.6097
10,4,4.0000,5.6097
11,4,4.0000,5.6097
12,5,5.0000,5.6097
13,7,7.0000,5.6097
14,5,5.0000,5.6097
15,0,0.0000,5.6097
16,0,0.0000,5.6097
17,0,0.0000,5.6097
18,5,5.0000,5.6097
19,6,6.0000,5.6097
20,0,0.0000,5.6097
21,0,0.0000,5.6097
22,5,5.0000,5.6097
23,0,0.0000,5.6097
24,0,0.0000,5.6097
25,6,6.0000,5.6097
26,5,5.0000,5.6097
27,7,7.0000,5.6097
28,5,5.0000,5.6097
29,4,4.0000,5.6097
30,0,0.0000,5.6097
31,9,9.0000,5.6097
32,1,1.0000,5.6097
33,5,5.0000,5.6097
34,1,1.0000,5.6097
35,0,0.0000,5.6097
36,2,2.0000,5.6097
37,1,1.0000,5.6097
38,1,1.0000,5.6097
39,0,0.0000,5.6097
40,0,0.0000,5.6097
41,6,6.0000,5.6097
42,0,0.0000,5.6097
43,0,0.0000,5.6097
44,4,4.0000,5.4868
45,2,2.0000,5.6097
46,2,2.0000,5.6097
47,0,0.0000,5.6097
48,4,4.0000,5.6097
49,1,1.0000,5.6097
50,1,1.0000,5.6097
51,3,3.0000,5.6097
52,7,7.0000,5.6097
53,3,3.0000,5.6097
54,0,0.0000,5.4868
55,8,8.0000,5.6097
56,4,4.0000,5.6097
57,4,4.0000,5.6097
58,0,0.0000,5.6097
59,1,1.0000,5.4868
60,2,2.0000,5.6097
61,0,0.0000,5.4868
62,7,7.0000,5.4868
