Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,6.0664
1,0,0.0000,6.0664
2,0,0.0000,6.0664
3,5,5.0000,6.0664
4,1,1.0000,6.0664
5,0,0.0000,6.0664
6,6,6.0000,6.0664
7,1,1.0000,6.0664
8,0,0.0000,6.0664
9,1,1.0000,6.0664
10,4,4.0000,6.0664
11,4,4.0000,6.0664
12,5,5.0000,6.0664
13,7,7.0000,6.0664
14,5,5.0000,6.0664
15,0,0.0000,6.0664
16,0,0.0000,6.0664
17,0,0.0000,6.0664
18,5,5.0000,6.0664
19,6,6.0000,6.0664
20,0,0.0000,6.0664
21,0,0.0000,6.0664
22,5,5.0000,6.0664
23,0,0.0000,6.0664
24,0,0.0000,6.0664
25,6,6.0000,6.0664
26,5,5.0000,6.0664
27,7,7.0000,6.0664
28,5,5.0000,6.0664
29,4,4.0000,6.0664
30,0,0.0000,6.0664
31,9,9.0000,5.9295
32,1,1.0000,6.0664
33,5,5.0000,6.0664
34,1,1.0000,6.0664
35,0,0.0000,6.0664
36,2,2.0000,6.0664
37,1,1.0000,6.0664
38,1,1.0000,6.0664
39,0,0.0000,6.0664
40,0,0.0000,6.0664
41,6,6.0000,6.0664
42,0,0.0000,6.0664
43,0,0.0000,6.0664
44,6,6.0000,6.0664
45,2,2.0000,6.0664
46,2,2.0000,6.0664
47,0,0.0000,5.9295
48,4,4.0000,6.0664
49,1,1.0000,6.0664
50,1,1.0000,6.0664
51,3,3.0000,6.0664
52,7,7.0000,6.0664
53,3,3.0000,6.0664
54,0,0.0000,6.0664
55,8,8.0000,5.9295
56,4,4.0000,6.0664
57,4,4.0000,6.0664
58,0,0.0000,6.0361
59,1,1.0000,5.9295
60,2,2.0000,6.0664
61,0,0.0000,5.6097
62,7,7.0000,5.6097
