Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,10.9643
1,0,0.0000,10.9643
2,0,0.0000,10.9643
3,1,1.0000,10.8215
4,1,1.0000,10.9643
5,0,0.0000,10.9643
6,7,7.0000,10.5704
7,1,1.0000,10.9643
8,0,0.0000,10.9643
9,1,1.0000,10.9643
10,3,3.0000,10.9643
11,0,0.0000,10.9643
12,5,5.0000,10.9643
13,7,7.0000,10.9643
14,5,5.0000,10.9643
15,0,0.0000,10.9643
16,0,0.0000,10.9643
17,0,0.0000,10.9643
18,0,0.0000,10.9643
19,6,6.0000,10.9643
20,7,7.0000,10.9127
21,0,0.0000,10.9643
22,5,5.0000,10.9643
23,0,0.0000,10.9643
24,0,0.0000,10.9643
25,4,4.0000,10.8424
26,5,5.0000,10.6292
27,7,7.0000,10.9643
28,0,0.0000,10.9643
29,4,4.0000,10.9643
30,0,0.0000,10.9643
31,7,7.0000,10.9643
32,1,1.0000,10.9643
33,9,9.0000,10.7412
34,1,1.0000,10.9643
35,0,0.0000,10.5704
36,3,3.0000,10.6035
37,1,1.0000,10.9643
38,9,9.0000,10.9643
39,0,0.0000,10.9643
40,4,4.0000,9.9463
41,6,6.0000,10.9643
42,0,0.0000,10.9127
43,0,0.0000,10.9643
44,4,4.0000,10.8424
45,2,2.0000,9.7000
46,2,2.0000,10.9643
47,0,0.0000,10.9643
48,4,4.0000,10.7412
49,6,6.0000,10.5333
50,1,1.0000,10.6035
51,3,3.0000,10.9643
52,7,7.0000,9.9463
53,3,3.0000,10.9127
54,0,0.0000,9.7333
55,2,2.0000,10.9643
56,4,4.0000,10.5333
57,4,4.0000,10.6035
58,2,2.0000,9.9463
59,1,1.0000,9.7333
60,4,4.0000,10.5333
61,0,0.0000,9.3841
62,7,7.0000,9.3841
