Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,5.3978
1,0,0.0000,5.3978
2,0,0.0000,5.3978
3,5,5.0000,5.3978
4,1,1.0000,5.3978
5,0,0.0000,5.3978
6,6,6.0000,5.3978
7,1,1.0000,5.3978
8,0,0.0000,5.3978
9,1,1.0000,5.3978
10,4,4.0000,5.3978
11,4,4.0000,5.3978
12,5,5.0000,5.3978
13,7,7.0000,5.3978
14,5,5.0000,5.3978
15,0,0.0000,5.3978
16,0,0.0000,5.3978
17,0,0.0000,5.3978
18,5,5.0000,5.3978
19,6,6.0000,5.3978
20,0,0.0000,5.3978
21,0,0.0000,5.3978
22,5,5.0000,5.3978
23,0,0.0000,5.3978
24,0,0.0000,5.3978
25,6,6.0000,5.3978
26,5,5.0000,5.3978
27,7,7.0000,5.3978
28,5,5.0000,5.3978
29,4,4.0000,5.3978
30,4,4.0000,5.2968
31,0,0.0000,5.3978
32,1,1.0000,5.3978
33,5,5.0000,5.3978
34,1,1.0000,5.3978
35,0,0.0000,5.3978
36,2,2.0000,5.3978
37,1,1.0000,5.3978
38,1,1.0000,5.3978
39,0,0.0000,5.3978
40,0,0.0000,5.3978
41,6,6.0000,5.3978
42,0,0.0000,5.3978
43,0,0.0000,5.3978
44,4,4.0000,5.3978
45,2,2.0000,5.3978
46,2,2.0000,5.3978
47,0,0.0000,5.2968
48,4,4.0000,5.3978
49,1,1.0000,5.3978
50,1,1.0000,5.3978
51,3,3.0000,5.3978
52,7,7.0000,5.3978
53,3,3.0000,5.3978
54,0,0.0000,5.3978
55,8,8.0000,5.2968
56,4,4.0000,5.3978
57,4,4.0000,5.3978
58,0,0.0000,5.3978
59,1,1.0000,5.2968
60,2,2.0000,5.3978
61,0,0.0000,5.2968
62,7,7.0000,5.2968
