Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,6.3360
1,0,0.0000,6.3360
2,0,0.0000,6.3360
3,5,5.0000,6.3360
4,1,1.0000,6.3360
5,0,0.0000,6.3360
6,6,6.0000,6.3360
7,1,1.0000,6.3360
8,0,0.0000,6.3360
9,1,1.0000,6.3360
10,4,4.0000,6.3360
11,4,4.0000,6.3360
12,5,5.0000,6.3360
13,7,7.0000,6.3360
14,5,5.0000,6.3360
15,0,0.0000,6.3360
16,0,0.0000,6.3360
17,0,0.0000,6.3360
18,5,5.0000,6.3360
19,6,6.0000,6.3360
20,6,6.0000,6.2213
21,0,0.0000,6.3360
22,5,5.0000,6.3360
23,0,0.0000,6.3360
24,0,0.0000,6.3360
25,6,6.0000,6.3360
26,5,5.0000,6.3360
27,7,7.0000,6.3360
28,5,5.0000,6.3360
29,4,4.0000,6.3360
30,0,0.0000,6.3360
31,7,7.0000,6.3360
32,1,1.0000,6.3360
33,5,5.0000,6.3360
34,1,1.0000,6.3360
35,0,0.0000,6.3360
36,2,2.0000,6.3360
37,1,1.0000,6.3360
38,1,1.0000,6.1397
39,0,0.0000,6.3360
40,0,0.0000,6.3360
41,6,6.0000,6.3360
42,0,0.0000,6.2213
43,0,0.0000,6.3360
44,6,6.0000,6.1512
45,2,2.0000,6.3360
46,2,2.0000,6.3360
47,0,0.0000,6.3360
48,4,4.0000,6.3360
49,1,1.0000,6.3360
50,1,1.0000,6.3360
51,3,3.0000,6.1397
52,7,7.0000,6.3360
53,3,3.0000,6.2213
54,0,0.0000,6.1512
55,8,8.0000,6.3360
56,4,4.0000,6.3360
57,4,4.0000,6.1397
58,0,0.0000,6.1668
59,1,1.0000,6.1512
60,2,2.0000,6.1397
61,0,0.0000,6.1512
62,7,7.0000,6.0664
