Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,4.9797
1,0,0.0000,4.9797
2,0,0.0000,4.9797
3,5,5.0000,4.9797
4,1,1.0000,4.9797
5,0,0.0000,4.9797
6,6,6.0000,4.9797
7,1,1.0000,4.9797
8,0,0.0000,4.9797
9,1,1.0000,4.9797
10,4,4.0000,4.9797
11,4,4.0000,4.9797
12,5,5.0000,4.9797
13,7,7.0000,4.9797
14,5,5.0000,4.9797
15,0,0.0000,4.9797
16,0,0.0000,4.9797
17,0,0.0000,4.9797
18,5,5.0000,4.9797
19,6,6.0000,4.9797
20,0,0.0000,4.9797
21,0,0.0000,4.9797
22,5,5.0000,4.9797
23,0,0.0000,4.9797
24,3,3.0000,4.9797
25,6,6.0000,4.9797
26,5,5.0000,4.9797
27,7,7.0000,4.9797
28,5,5.0000,4.9797
29,4,4.0000,4.9797
30,4,4.0000,4.9797
31,0,0.0000,4.9797
32,1,1.0000,4.9797
33,5,5.0000,4.9797
34,1,1.0000,4.9797
35,0,0.0000,4.9797
36,2,2.0000,4.9797
37,1,1.0000,4.9797
38,1,1.0000,4.9797
39,0,0.0000,4.9797
40,0,0.0000,4.9797
41,6,6.0000,4.9797
42,0,0.0000,4.9797
43,0,0.0000,4.9797
44,4,4.0000,4.9797
45,2,2.0000,4.9797
46,2,2.0000,4.9797
47,0,0.0000,4.9797
48,4,4.0000,4.9797
49,1,1.0000,4.9797
50,1,1.0000,4.9797
51,3,3.0000,4.9797
52,2,2.0000,4.9797
53,3,3.0000,4.9797
54,0,0.0000,4.9797
55,8,8.0000,4.9797
56,4,4.0000,4.9797
57,4,4.0000,4.9797
58,0,0.0000,4.9797
59,1,1.0000,4.9797
60,2,2.0000,4.9797
61,0,0.0000,4.9797
62,7,7.0000,4.9797
