Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,5.4868
1,0,0.0000,5.4868
2,0,0.0000,5.4868
3,5,5.0000,5.4868
4,1,1.0000,5.4868
5,0,0.0000,5.4868
6,6,6.0000,5.4868
7,1,1.0000,5.4868
8,0,0.0000,5.4868
9,1,1.0000,5.4868
10,4,4.0000,5.4868
11,4,4.0000,5.4868
12,5,5.0000,5.4868
13,7,7.0000,5.4868
14,5,5.0000,5.4868
15,0,0.0000,5.4868
16,0,0.0000,5.4868
17,0,0.0000,5.4868
18,5,5.0000,5.4868
19,6,6.0000,5.4868
20,0,0.0000,5.4868
21,0,0.0000,5.4868
22,5,5.0000,5.4868
23,0,0.0000,5.4868
24,0,0.0000,5.4868
25,6,6.0000,5.4868
26,5,5.0000,5.4868
27,7,7.0000,5.4868
28,5,5.0000,5.4868
29,4,4.0000,5.4868
30,0,0.0000,5.4868
31,0,0.0000,5.3978
32,1,1.0000,5.4868
33,5,5.0000,5.4868
34,1,1.0000,5.4868
35,0,0.0000,5.4868
36,2,2.0000,5.4868
37,1,1.0000,5.4868
38,1,1.0000,5.4868
39,0,0.0000,5.4868
40,0,0.0000,5.4868
41,6,6.0000,5.4868
42,0,0.0000,5.4868
43,0,0.0000,5.4868
44,4,4.0000,5.4868
45,2,2.0000,5.4868
46,2,2.0000,5.4868
47,0,0.0000,5.3978
48,4,4.0000,5.4868
49,1,1.0000,5.4868
50,1,1.0000,5.4868
51,3,3.0000,5.4868
52,7,7.0000,5.4868
53,3,3.0000,5.4868
54,0,0.0000,5.4868
55,8,8.0000,5.3978
56,4,4.0000,5.4868
57,4,4.0000,5.4868
58,0,0.0000,5.4868
59,1,1.0000,5.3978
60,2,2.0000,5.4868
61,0,0.0000,5.3978
62,7,7.0000,5.3978
