Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,5.2968
1,0,0.0000,5.2968
2,0,0.0000,5.2968
3,5,5.0000,5.2968
4,1,1.0000,5.2968
5,0,0.0000,5.2968
6,6,6.0000,5.2968
7,1,1.0000,5.2968
8,0,0.0000,5.2968
9,1,1.0000,5.2968
10,4,4.0000,5.2968
11,4,4.0000,5.2968
12,5,5.0000,5.2968
13,7,7.0000,5.2968
14,5,5.0000,5.2968
15,0,0.0000,5.2968
16,0,0.0000,5.2968
17,0,0.0000,5.2968
18,5,5.0000,5.2968
19,6,6.0000,5.2968
20,0,0.0000,5.2968
21,0,0.0000,5.2968
22,5,5.0000,5.2968
23,0,0.0000,5.2968
24,3,3.0000,5.2445
25,6,6.0000,5.2968
26,5,5.0000,5.2968
27,7,7.0000,5.2968
28,5,5.0000,5.2968
29,4,4.0000,5.2968
30,4,4.0000,5.2968
31,0,0.0000,5.2968
32,1,1.0000,5.2968
33,5,5.0000,5.2968
34,1,1.0000,5.2968
35,0,0.0000,5.2968
36,2,2.0000,5.2968
37,1,1.0000,5.2968
38,1,1.0000,5.2968
39,0,0.0000,5.2968
40,0,0.0000,5.2968
41,6,6.0000,5.2968
42,0,0.0000,5.2968
43,0,0.0000,5.2968
44,4,4.0000,5.2445
45,2,2.0000,5.2968
46,2,2.0000,5.2968
47,0,0.0000,5.2968
48,4,4.0000,5.2968
49,1,1.0000,5.2968
50,1,1.0000,5.2968
51,3,3.0000,5.2968
52,7,7.0000,5.2968
53,3,3.0000,5.2968
54,0,0.0000,5.2445
55,8,8.0000,5.2968
56,4,4.0000,5.2968
57,4,4.0000,5.2968
58,0,0.0000,5.2968
59,1,1.0000,5.2445
60,2,2.0000,5.2968
61,0,0.0000,5.2445
62,7,7.0000,5.2445
