Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,7.5014
1,0,0.0000,7.5014
2,0,0.0000,7.5014
3,5,5.0000,7.5014
4,1,1.0000,7.5014
5,0,0.0000,7.5014
6,6,6.0000,7.5014
7,1,1.0000,7.5014
8,0,0.0000,7.5014
9,1,1.0000,7.5014
10,4,4.0000,7.5014
11,4,4.0000,7.5014
12,5,5.0000,7.5014
13,7,7.0000,7.5014
14,5,5.0000,7.5014
15,0,0.0000,7.5014
16,0,0.0000,7.5014
17,0,0.0000,7.5014
18,0,0.0000,7.5014
19,6,6.0000,7.5014
20,2,2.0000,7.4255
21,0,0.0000,7.5014
22,5,5.0000,7.5014
23,0,0.0000,7.5014
24,0,0.0000,7.5014
25,6,6.0000,7.5014
26,5,5.0000,7.5014
27,7,7.0000,7.5014
28,5,5.0000,6.9302
29,4,4.0000,7.5014
30,0,0.0000,7.5014
31,7,7.0000,7.5014
32,1,1.0000,7.5014
33,5,5.0000,7.5014
34,1,1.0000,7.5014
35,0,0.0000,7.5014
36,2,2.0000,7.5014
37,1,1.0000,7.5014
38,9,9.0000,7.5014
39,0,0.0000,7.5014
40,0,0.0000,7.5014
41,6,6.0000,7.5014
42,0,0.0000,7.4255
43,8,8.0000,7.3884
44,4,4.0000,7.5014
45,2,2.0000,7.5014
46,2,2.0000,6.9302
47,0,0.0000,7.5014
48,4,4.0000,7.5014
49,1,1.0000,7.5014
50,1,1.0000,7.5014
51,3,3.0000,7.5014
52,2,2.0000,6.9709
53,3,3.0000,7.4255
54,0,0.0000,7.5014
55,8,8.0000,6.8820
56,4,4.0000,7.5014
57,4,4.0000,7.5014
58,2,2.0000,6.9709
59,1,1.0000,6.8820
60,2,2.0000,7.5014
61,0,0.0000,6.8820
62,7,7.0000,6.8820
