Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,6.8820
1,0,0.0000,6.8820
2,0,0.0000,6.8820
3,5,5.0000,6.8820
4,1,1.0000,6.8820
5,0,0.0000,6.8820
6,6,6.0000,6.8820
7,1,1.0000,6.8820
8,0,0.0000,6.8820
9,1,1.0000,6.8820
10,4,4.0000,6.8820
11,4,4.0000,6.8820
12,5,5.0000,6.8820
13,7,7.0000,6.8820
14,5,5.0000,6.8820
15,0,0.0000,6.8820
16,0,0.0000,6.8820
17,0,0.0000,6.8820
18,5,5.0000,6.3360
19,6,6.0000,6.8820
20,0,0.0000,6.8820
21,0,0.0000,6.8820
22,5,5.0000,6.8820
23,0,0.0000,6.8820
24,0,0.0000,6.8820
25,6,6.0000,6.8820
26,5,5.0000,6.8820
27,7,7.0000,6.8820
28,5,5.0000,6.8820
29,4,4.0000,6.8820
30,0,0.0000,6.8820
31,7,7.0000,6.8820
32,1,1.0000,6.8820
33,5,5.0000,6.8820
34,1,1.0000,6.8820
35,0,0.0000,6.8820
36,2,2.0000,6.8820
37,1,1.0000,6.8820
38,9,9.0000,6.8820
39,0,0.0000,6.8820
40,0,0.0000,6.8820
41,6,6.0000,6.3360
42,0,0.0000,6.8820
43,0,0.0000,6.8820
44,4,4.0000,6.8820
45,2,2.0000,6.8820
46,2,2.0000,6.8820
47,0,0.0000,6.8820
48,4,4.0000,6.8820
49,1,1.0000,6.8820
50,1,1.0000,6.8820
51,3,3.0000,6.8820
52,7,7.0000,6.3360
53,3,3.0000,6.8820
54,0,0.0000,6.8820
55,8,8.0000,6.8820
56,4,4.0000,6.8820
57,4,4.0000,6.8820
58,2,2.0000,6.3360
59,1,1.0000,6.8820
60,2,2.0000,6.8820
61,0,0.0000,6.3360
62,7,7.0000,6.3360
