Iteration,Mean,Stdev,Run-0
0,7.607432644402505,0.0,7.607432644402505
1,5.408103825624002,0.0,5.408103825624002
2,4.569529129507905,0.0,4.569529129507905
3,4.569529129507905,0.0,4.569529129507905
4,4.569529129507905,0.0,4.569529129507905
5,4.569529129507905,0.0,4.569529129507905
6,4.569529129507905,0.0,4.569529129507905
7,4.569529129507905,0.0,4.569529129507905
8,4.569529129507905,0.0,4.569529129507905
9,4.569529129507905,0.0,4.569529129507905
10,4.569529129507905,0.0,4.569529129507905
11,4.569529129507905,0.0,4.569529129507905
12,4.569529129507905,0.0,4.569529129507905
13,4.569529129507905,0.0,4.569529129507905
14,4.569529129507905,0.0,4.569529129507905
15,4.569529129507905,0.0,4.569529129507905
16,4.569529129507905,0.0,4.569529129507905
17,4.569529129507905,0.0,4.569529129507905
18,4.569529129507905,0.0,4.569529129507905
19,4.569529129507905,0.0,4.569529129507905
20,4.569529129507905,0.0,4.569529129507905
21,4.569529129507905,0.0,4.569529129507905
22,4.569529129507905,0.0,4.569529129507905
23,4.569529129507905,0.0,4.569529129507905
24,4.569529129507905,0.0,4.569529129507905
25,4.569529129507905,0.0,4.569529129507905
26,4.569529129507905,0.0,4.569529129507905
27,4.569529129507905,0.0,4.569529129507905
28,4.569529129507905,0.0,4.569529129507905
29,4.569529129507905,0.0,4.569529129507905
30,4.569529129507905,0.0,4.569529129507905
31,4.569529129507905,0.0,4.569529129507905
32,4.569529129507905,0.0,4.569529129507905
33,4.569529129507905,0.0,4.569529129507905
34,4.569529129507905,0.0,4.569529129507905
35,4.569529129507905,0.0,4.569529129507905
36,4.569529129507905,0.0,4.569529129507905
37,4.569529129507905,0.0,4.569529129507905
38,4.569529129507905,0.0,4.569529129507905
39,4.569529129507905,0.0,4.569529129507905
