Iteration,Mean,Stdev,Run-0
0,30.978327548614335,0.0,30.978327548614335
1,30.978327548614335,0.0,30.978327548614335
2,30.978327548614335,0.0,30.978327548614335
3,30.978327548614335,0.0,30.978327548614335
4,30.978327548614335,0.0,30.978327548614335
5,30.978327548614335,0.0,30.978327548614335
6,30.978327548614335,0.0,30.978327548614335
7,30.978327548614335,0.0,30.978327548614335
8,30.978327548614335,0.0,30.978327548614335
9,30.978327548614335,0.0,30.978327548614335
10,30.978327548614335,0.0,30.978327548614335
11,30.978327548614335,0.0,30.978327548614335
12,30.978327548614335,0.0,30.978327548614335
13,30.978327548614335,0.0,30.978327548614335
14,30.978327548614335,0.0,30.978327548614335
15,30.978327548614335,0.0,30.978327548614335
16,30.978327548614335,0.0,30.978327548614335
17,30.978327548614335,0.0,30.978327548614335
18,30.978327548614335,0.0,30.978327548614335
19,30.978327548614335,0.0,30.978327548614335
20,30.978327548614335,0.0,30.978327548614335
21,30.978327548614335,0.0,30.978327548614335
22,30.978327548614335,0.0,30.978327548614335
23,30.978327548614335,0.0,30.978327548614335
24,30.978327548614335,0.0,30.978327548614335
25,30.978327548614335,0.0,30.978327548614335
26,30.978327548614335,0.0,30.978327548614335
27,30.978327548614335,0.0,30.978327548614335
28,30.978327548614335,0.0,30.978327548614335
29,30.978327548614335,0.0,30.978327548614335
30,30.978327548614335,0.0,30.978327548614335
31,30.978327548614335,0.0,30.978327548614335
32,30.978327548614335,0.0,30.978327548614335
33,30.978327548614335,0.0,30.978327548614335
34,30.978327548614335,0.0,30.978327548614335
35,30.978327548614335,0.0,30.978327548614335
36,30.978327548614335,0.0,30.978327548614335
37,30.978327548614335,0.0,30.978327548614335
38,30.978327548614335,0.0,30.978327548614335
39,30.978327548614335,0.0,30.978327548614335
