Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9
0,0,9,0,2,5,8,5,8,9,0,8
0,1,7,6,2,5,8,3,3,9,0,8
0,2,7,6,2,5,8,8,3,9,0,8
0,3,7,6,2,3,8,8,5,9,0,8
0,4,7,6,2,3,8,8,5,9,0,8
0,5,7,6,2,3,8,8,5,9,0,8
0,6,7,6,2,3,8,8,5,9,0,8
0,7,7,6,2,3,8,8,5,9,0,8
0,8,7,6,2,3,8,8,5,9,0,8
0,9,7,6,2,3,8,8,5,9,0,8
0,10,7,6,2,3,8,8,5,9,0,8
0,11,7,6,2,3,8,8,5,9,0,8
0,12,7,6,2,3,8,8,5,9,0,8
0,13,7,6,2,3,8,8,5,9,0,8
0,14,7,6,2,3,8,8,5,9,0,8
0,15,7,6,2,3,8,8,5,9,0,8
0,16,7,6,2,3,8,8,5,9,0,8
0,17,7,6,2,3,8,8,5,9,0,8
0,18,7,6,2,3,8,8,5,9,0,8
0,19,7,6,2,3,8,8,5,9,0,8
0,20,7,6,2,3,8,8,5,9,0,8
0,21,7,6,2,3,8,8,5,9,0,8
0,22,7,6,2,3,8,8,5,9,0,8
0,23,7,6,2,3,8,8,5,9,0,8
0,24,7,6,2,3,8,8,5,9,0,8
0,25,7,6,2,3,8,8,5,9,0,8
0,26,7,6,2,3,8,8,5,9,0,8
0,27,7,6,2,3,8,8,5,9,0,8
0,28,7,6,2,3,8,8,5,9,0,8
0,29,7,6,2,3,8,8,5,9,0,8
0,30,7,6,2,3,8,8,5,9,0,8
0,31,7,6,2,3,8,8,5,9,0,8
0,32,7,6,2,3,8,8,5,9,0,8
0,33,7,6,2,3,8,8,5,9,0,8
0,34,7,6,2,3,8,8,5,9,0,8
0,35,7,6,2,3,8,8,5,9,0,8
0,36,7,6,2,3,8,8,5,9,0,8
0,37,7,6,2,3,8,8,5,9,0,8
0,38,7,6,2,3,8,8,5,9,0,8
0,39,7,6,2,3,8,8,5,9,0,8
