Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,7.6986
1,0,0.0000,7.6986
2,2,2.0000,7.6986
3,0,0.0000,7.6986
4,3,3.0000,7.6986
5,0,0.0000,7.6986
6,2,2.0000,7.6986
7,2,2.0000,7.6986
8,4,4.0000,7.6986
9,0,0.0000,7.6986
10,0,0.0000,7.6986
11,4,4.0000,7.6986
12,3,3.0000,7.6986
13,1,1.0000,7.6986
14,3,3.0000,7.6986
15,1,1.0000,7.6986
16,2,2.0000,7.6986
17,4,4.0000,7.6986
18,3,3.0000,7.6986
19,0,0.0000,7.6986
20,2,2.0000,7.6986
21,1,1.0000,7.6986
22,1,1.0000,7.6986
23,0,0.0000,7.6986
24,0,0.0000,7.6986
25,1,1.0000,7.6986
26,0,0.0000,7.6986
27,3,3.0000,7.6986
28,1,1.0000,7.6986
29,2,2.0000,7.6986
30,4,4.0000,7.6986
