Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,8.1389
1,0,0.0000,8.1389
2,2,2.0000,8.1389
3,0,0.0000,8.1389
4,3,3.0000,8.1389
5,0,0.0000,8.1389
6,4,4.0000,7.8888
7,2,2.0000,8.1389
8,0,0.0000,7.9403
9,0,0.0000,8.1389
10,0,0.0000,8.1389
11,4,4.0000,7.6986
12,3,3.0000,8.1389
13,1,1.0000,8.1389
14,3,3.0000,8.1389
15,1,1.0000,8.1389
16,2,2.0000,8.1389
17,4,4.0000,8.1389
18,3,3.0000,8.1389
19,0,0.0000,7.8888
20,2,2.0000,7.9403
21,1,1.0000,7.6986
22,1,1.0000,8.1389
23,0,0.0000,8.1389
24,0,0.0000,8.1389
25,1,1.0000,7.8888
26,0,0.0000,7.6986
27,3,3.0000,8.1389
28,1,1.0000,7.8888
29,2,2.0000,7.6986
30,4,4.0000,7.6986
