Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,9.3805
1,0,0.0000,9.3805
2,2,2.0000,9.3805
3,0,0.0000,9.3805
4,3,3.0000,9.3805
5,0,0.0000,9.3805
6,4,4.0000,9.2819
7,1,1.0000,9.0547
8,4,4.0000,9.2749
9,0,0.0000,9.3805
10,0,0.0000,9.3805
11,1,1.0000,9.3805
12,3,3.0000,9.3805
13,1,1.0000,8.3770
14,3,3.0000,9.3805
15,1,1.0000,9.3805
16,2,2.0000,9.3805
17,4,4.0000,9.3805
18,3,3.0000,9.3805
19,0,0.0000,9.0547
20,2,2.0000,8.5934
21,1,1.0000,9.3805
22,1,1.0000,8.3770
23,0,0.0000,9.3805
24,0,0.0000,9.3805
25,1,1.0000,9.0547
26,0,0.0000,8.5934
27,3,3.0000,8.3770
28,1,1.0000,9.0547
29,2,2.0000,8.1389
30,4,4.0000,8.1389
