Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,0.8564
1,0,0.0000,0.8180
2,2,2.0000,0.7367
3,0,0.0000,0.8067
4,2,2.0000,0.9118
5,3,3.0000,0.9475
6,3,3.0000,0.7590
7,2,2.0000,0.9152
8,0,0.0000,0.8521
9,1,1.0000,0.8257
10,4,4.0000,0.7518
11,2,2.0000,0.8940
12,2,2.0000,0.7946
13,1,1.0000,0.6713
14,1,1.0000,0.7310
15,3,3.0000,0.7460
16,2,2.0000,2.1417
17,4,4.0000,2.4043
18,2,2.0000,2.5217
19,0,0.0000,2.6865
20,3,3.0000,2.3184
21,1,1.0000,2.3231
22,2,2.0000,2.0830
23,1,1.0000,2.2604
24,0,0.0000,5.2981
25,1,1.0000,5.7779
26,4,4.0000,5.4146
27,3,3.0000,5.0424
28,1,1.0000,8.8559
29,4,4.0000,10.4235
30,4,4.0000,21.2405
