Agent,Plan,LocalCost,ComplexCost
0,3,3.0000,12.6019
1,2,2.0000,11.4971
2,2,2.0000,12.7632
3,2,2.0000,12.2934
4,3,3.0000,12.1397
5,0,0.0000,12.3816
6,2,2.0000,12.2494
7,2,2.0000,12.7632
8,0,0.0000,12.7632
9,2,2.0000,12.5998
10,0,0.0000,12.7632
11,0,0.0000,12.0557
12,3,3.0000,12.7632
13,2,2.0000,12.7310
14,3,3.0000,12.1633
15,1,1.0000,12.7632
16,3,3.0000,11.3562
17,4,4.0000,12.2934
18,3,3.0000,10.8254
19,0,0.0000,12.2494
20,2,2.0000,12.4348
21,1,1.0000,12.0557
22,1,1.0000,11.8466
23,0,0.0000,12.1633
24,0,0.0000,11.3562
25,1,1.0000,10.7385
26,0,0.0000,12.0557
27,3,3.0000,11.1639
28,1,1.0000,10.7385
29,2,2.0000,11.1639
30,4,4.0000,9.3805
