Agent,Plan,LocalCost,ComplexCost
0,2,2.0000,8.1929
1,0,0.0000,8.1929
2,0,0.0000,8.1929
3,0,0.0000,8.1929
4,3,3.0000,8.1929
5,0,0.0000,8.1929
6,0,0.0000,8.1929
7,1,1.0000,8.1929
8,0,0.0000,8.1929
9,2,2.0000,8.1929
10,0,0.0000,8.1929
11,0,0.0000,8.1929
12,3,3.0000,8.1929
13,0,0.0000,8.1929
14,4,4.0000,8.1929
15,1,1.0000,8.1929
16,2,2.0000,8.1929
17,0,0.0000,8.1929
18,3,3.0000,8.1929
19,3,3.0000,8.1929
20,1,1.0000,8.1929
21,3,3.0000,8.1929
22,0,0.0000,8.1929
23,2,2.0000,8.1929
24,0,0.0000,8.1929
25,1,1.0000,8.1929
26,2,2.0000,8.1929
27,0,0.0000,8.1929
28,1,1.0000,8.1929
29,2,2.0000,8.1929
30,4,4.0000,8.1929
31,0,0.0000,8.1929
32,1,1.0000,8.1929
33,2,2.0000,8.1929
34,0,0.0000,8.1929
35,1,1.0000,8.1929
36,3,3.0000,8.1929
37,1,1.0000,8.1929
38,3,3.0000,8.1929
39,4,4.0000,8.1929
