Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,15.1444
1,0,0.0000,15.1444
2,2,2.0000,15.0349
3,0,0.0000,15.1444
4,3,3.0000,14.5354
5,0,0.0000,15.1444
6,0,0.0000,15.1444
7,1,1.0000,15.1444
8,0,0.0000,15.1444
9,0,0.0000,15.1444
10,4,4.0000,15.1444
11,0,0.0000,15.1444
12,3,3.0000,15.1444
13,0,0.0000,15.1444
14,4,4.0000,15.1444
15,2,2.0000,15.1444
16,2,2.0000,15.1444
17,0,0.0000,15.1444
18,1,1.0000,14.8510
19,0,0.0000,14.4862
20,1,1.0000,15.1444
21,3,3.0000,15.1444
22,0,0.0000,14.2241
23,0,0.0000,15.1444
24,0,0.0000,15.1444
25,2,2.0000,14.9106
26,0,0.0000,14.5896
27,0,0.0000,15.0349
28,1,1.0000,14.5354
29,3,3.0000,14.1977
30,4,4.0000,15.1444
31,1,1.0000,15.1444
32,1,1.0000,15.1444
33,2,2.0000,14.4862
34,0,0.0000,14.2241
35,1,1.0000,14.5896
36,3,3.0000,13.4535
37,1,1.0000,15.1444
38,3,3.0000,14.0860
39,0,0.0000,12.4503
