Iteration,Mean,Stdev,Run-0,Run-1
0,0.46650635094610965,0.033493649053890434,0.4330127018922193,0.5
1,0.5,0.0,0.5,0.5
2,0.5,0.0,0.5,0.5
3,0.5,0.0,0.5,0.5
4,0.5,0.0,0.5,0.5
