Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,8.9546
1,1,1.0000,8.9546
2,1,1.0000,8.9546
3,0,0.0000,8.9546
4,1,1.0000,8.9546
5,3,3.0000,8.9546
6,1,1.0000,8.9546
7,1,1.0000,8.9546
8,0,0.0000,8.9546
9,1,1.0000,8.9546
10,0,0.0000,8.9546
11,4,4.0000,8.9546
12,4,4.0000,8.9546
13,2,2.0000,8.9546
14,3,3.0000,8.9546
15,0,0.0000,8.9546
16,2,2.0000,8.9546
17,0,0.0000,8.9546
18,1,1.0000,8.9546
19,2,2.0000,8.9546
20,0,0.0000,8.9546
21,1,1.0000,8.9546
22,1,1.0000,8.9546
23,0,0.0000,8.9546
24,0,0.0000,8.9546
25,0,0.0000,8.9546
26,0,0.0000,8.9546
27,0,0.0000,8.9546
28,2,2.0000,8.9546
29,0,0.0000,8.9546
30,0,0.0000,8.9546
31,2,2.0000,8.9546
32,2,2.0000,8.9546
33,0,0.0000,8.9546
34,1,1.0000,8.9546
35,1,1.0000,8.9546
36,2,2.0000,8.9546
37,3,3.0000,8.9546
38,0,0.0000,8.9546
39,0,0.0000,8.9546
40,0,0.0000,8.9546
41,1,1.0000,8.8776
42,3,3.0000,8.9546
43,2,2.0000,8.9546
44,0,0.0000,8.9546
45,2,2.0000,8.9546
46,0,0.0000,8.9546
47,4,4.0000,8.9546
48,1,1.0000,8.9546
49,0,0.0000,8.9546
50,1,1.0000,8.9546
51,3,3.0000,8.9546
52,4,4.0000,8.8776
53,3,3.0000,8.9546
54,0,0.0000,8.9546
55,1,1.0000,8.9546
56,4,4.0000,8.9546
57,4,4.0000,8.9546
58,3,3.0000,8.8776
59,4,4.0000,8.9546
60,0,0.0000,8.9546
61,1,1.0000,8.8776
62,2,2.0000,8.8776
