Agent,Plan,LocalCost,ComplexCost
0,0,0.0000,8.0413
1,1,1.0000,8.0413
2,1,1.0000,8.0413
3,0,0.0000,8.0413
4,1,1.0000,8.0413
5,3,3.0000,8.0413
6,1,1.0000,8.0413
7,1,1.0000,8.0413
8,0,0.0000,8.0413
9,1,1.0000,8.0413
10,0,0.0000,8.0413
11,4,4.0000,8.0413
12,4,4.0000,8.0413
13,2,2.0000,8.0413
14,0,0.0000,8.0413
15,0,0.0000,8.0413
16,2,2.0000,8.0413
17,0,0.0000,8.0413
18,1,1.0000,8.0413
19,2,2.0000,8.0413
20,0,0.0000,8.0413
21,1,1.0000,8.0413
22,1,1.0000,8.0413
23,0,0.0000,8.0413
24,0,0.0000,8.0413
25,0,0.0000,8.0413
26,0,0.0000,8.0413
27,0,0.0000,8.0413
28,2,2.0000,8.0413
29,0,0.0000,8.0413
30,0,0.0000,8.0413
31,2,2.0000,8.0413
32,2,2.0000,8.0413
33,0,0.0000,8.0413
34,1,1.0000,8.0413
35,1,1.0000,8.0413
36,2,2.0000,8.0413
37,3,3.0000,8.0413
38,0,0.0000,8.0413
39,0,0.0000,8.0413
40,0,0.0000,8.0413
41,1,1.0000,8.0413
42,3,3.0000,8.0413
43,2,2.0000,8.0413
44,0,0.0000,8.0413
45,2,2.0000,8.0413
46,0,0.0000,8.0413
47,4,4.0000,8.0413
48,1,1.0000,8.0413
49,0,0.0000,8.0413
50,1,1.0000,8.0413
51,3,3.0000,8.0413
52,4,4.0000,8.0413
53,3,3.0000,8.0413
54,0,0.0000,8.0413
55,1,1.0000,8.0413
56,4,4.0000,8.0413
57,4,4.0000,8.0413
58,3,3.0000,8.0413
59,1,1.0000,8.0413
60,0,0.0000,8.0413
61,1,1.0000,8.0413
62,2,2.0000,8.0413
